0,Incidence Rate (c),Lab Confirm Incidence rate,(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Country_sp,Deaths,EW,Iso3166,Confirmed,Epidemiological Week (a),Number of Records,Population x 1000,Serotype,Severe Dengue (d),Total of Dengue Cases (b),Type,Year
0,17.39,6.52,0,0.000,6,Antigua and Barbuda,Antigua y Barbuda,0,38,28,6,28,1,92,DEN,0,16,Preliminar,2015
0,,,,,6,Antigua and Barbuda,Antigua y Barbuda,,38,28,,-,1,95,  ,,,Preliminar,2018
0,39.36,3.19,0,0.000,6,Antigua and Barbuda,Antigua y Barbuda,0,38,28,3,36,1,94,DEN 2,0,37,Preliminar,2016
0,1.05,0.00,0,0.000,6,Antigua and Barbuda,Antigua y Barbuda,0,38,28,0,38,1,95,DEN,0,1,Preliminar,2017
0,3.54,0.00,0,0.000,6,Bahamas,Bahamas,0,38,44,0,36,1,395,DEN,0,14,Preliminar,2017
0,2.32,0.26,0,0.000,6,Bahamas,Bahamas,0,38,44,1,30,1,388,DEN,0,9,Preliminar,2015
0,,,,,6,Bahamas,Bahamas,,38,44,,-,1,395,  ,,,Preliminar,2018
0,226.97,19.34,0,0.000,6,Bahamas,Bahamas,0,38,44,76,29,1,393,DEN,0,892,Preliminar,2016
0,,,,,6,Barbados,Barbados,,38,52,,-,1,292,  ,,,Preliminar,2018
0,33.33,5.50,0,0.000,6,Barbados,Barbados,0,38,52,16,32,1,291,DEN 1,0,97,Preliminar,2015
0,424.40,119.93,0,0.000,6,Barbados,Barbados,0,38,52,349,36,1,291,DEN,0,1235,Preliminar,2016
0,105.82,14.73,0,0.000,6,Barbados,Barbados,0,38,52,43,36,1,292,DEN,0,309,Preliminar,2017
0,705.07,8.80,0.075642965,0.000,2,Belize,Belice,0,38,84,33,38,1,375,DEN,2,2644,Preliminar,2017
0,80.46,31.61,0,0.000,2,Belize,Belice,0,38,84,110,32,1,348,DEN 2,0,280,Preliminar,2015
0,,,,,2,Belize,Belice,,38,84,,-,1,375,  ,,,Preliminar,2018
0,15.26,0.27,0,0.000,2,Belize,Belice,0,38,84,1,32,1,367,DEN 3,0,56,Preliminar,2016
0,,,,,6,Virgin Islands (UK),Islas Vírgenes (RU),,38,92,,-,1,35,  ,,,Preliminar,2018
0,490.91,227.27,0,0.000,6,Virgin Islands (UK),Islas Vírgenes (RU),0,38,92,75,32,1,33,DEN,0,162,Preliminar,2015
0,238.24,238.24,0,0.000,6,Virgin Islands (UK),Islas Vírgenes (RU),0,38,92,81,36,1,34,DEN,0,81,Preliminar,2016
0,120.00,120.00,0,0.000,6,Virgin Islands (UK),Islas Vírgenes (RU),0,38,92,42,32,1,35,DEN,0,42,Preliminar,2017
0,,,,,1,Canada,Canadá,0,38,124,0,38,1,0,  ,0,0,Final,2016
0,,,,,1,Canada,Canadá,0,38,124,0,38,1,0,  ,0,0,Preliminar,2017
0,,,,,1,Canada,Canadá,0,38,124,0,38,1,0,  ,0,0,Preliminar,2015
0,,,,,1,Canada,Canadá,0,38,124,0,3,1,0,  ,0,0,Preliminar,2018
0,189.47,1.75,0,0.000,6,Cayman Islands,Islas Caimán,0,38,136,1,36,1,57,DEN 3,0,108,Preliminar,2016
0,39.66,0.00,0,0.000,6,Cayman Islands,Islas Caimán,0,38,136,0,38,1,58,DEN,0,23,Preliminar,2017
0,,,,,6,Cayman Islands,Islas Caimán,,38,136,,-,1,58,  ,,,Preliminar,2018
0,377.70,0.00,0,0.000,2,Costa Rica,Costa Rica,0,38,188,0,38,1,4857,"DEN 1,2,3",0,18345,Final,2016
0,94.42,,0,0.000,2,Costa Rica,Costa Rica,0,38,188,,38,1,4906,"DEN 1,2",0,4632,final,2017
0,133.13,0.00,0.090103619,0.000,2,Costa Rica,Costa Rica,0,38,188,0,38,1,5002,"DEN 1,2,3",6,6659,Final,2015
0,,,,,2,Costa Rica,Costa Rica,,38,188,,-,1,4906,  ,,,Preliminar,2018
0,44.59,0.00,0,0.000,6,Dominica,Dominica,0,38,212,0,28,1,74,DEN,0,33,Preliminar,2017
0,33.78,2.70,0,0.000,6,Dominica,Dominica,0,38,212,2,24,1,74,DEN,0,25,Preliminar,2015
0,,,,,6,Dominica,Dominica,,38,212,,-,1,74,  ,,,Preliminar,2018
0,381.08,0.00,0,0.000,6,Dominica,Dominica,0,38,212,0,32,1,74,DEN,0,282,Preliminar,2016
0,429.73,0.00,0,0.000,6,Dominica,Dominica,0,38,212,0,32,1,74,0,0,318,Preliminar,2016
0,48.79,2.41,0.064267352,0.000,2,El Salvador,El Salvador,0,38,222,154,38,1,6378,DEN 2,2,3112,Preliminar,2017
0,496.53,120.79,0.836806970,0.006,2,El Salvador,El Salvador,2,38,222,7762,38,1,6426,"DEN 1,2,3",267,31907,Preliminar,2015
0,2.56,0.13,0,0.000,2,El Salvador,El Salvador,0,38,222,8,3,1,6378,DEN,0,163,Preliminar,2018
0,127.43,1.69,2.298263534,0.013,2,El Salvador,El Salvador,1,38,222,104,38,1,6146,DEN 2,180,7832,Final,2016
0,9.91,9.91,0,0.000,6,Grenada,Granada,0,38,308,11,32,1,111,DEN,0,11,Preliminar,2015
0,,,,,6,Grenada,Granada,,38,308,,-,1,112,  ,,,Preliminar,2018
0,103.60,21.62,0,0.000,6,Grenada,Granada,0,38,308,24,28,1,111,DEN 1,0,115,Preliminar,2016
0,107.14,107.14,0,0.000,6,Grenada,Granada,0,38,308,120,36,1,112,DEN,0,120,Preliminar,2017
0,,,,,2,Guatemala,Guatemala,,38,320,,-,1,16914,  ,,,Preliminar,2018
0,75.55,2.88,0.130282550,0.041,2,Guatemala,Guatemala,5,38,320,468,35,1,16255,"DEN 1,2,3,4",16,12281,Preliminar,2015
0,43.06,1.98,0.543251149,0.014,2,Guatemala,Guatemala,1,38,320,330,38,1,16673,"DEN 1,2,3,4",39,7179,Preliminar,2016
0,17.28,3.89,1.026342798,0.308,2,Guatemala,Guatemala,9,38,320,658,38,1,16914,"DEN 1,2,3,4",30,2923,Preliminar,2017
0,39.30,39.30,0,0.000,6,Guyana,Guyana,0,38,328,303,16,1,771,DEN,0,303,Preliminar,2016
0,0.64,0.00,0,0.000,6,Guyana,Guyana,0,38,328,0,38,1,778,DEN,0,5,Preliminar,2017
0,17.57,17.57,0,0.000,6,Guyana,Guyana,0,38,328,142,24,1,808,DEN,0,142,Preliminar,2015
0,,,,,6,Guyana,Guyana,,38,328,,-,1,778,  ,,,Preliminar,2018
0,0.53,0.00,0,0.000,6,Haiti,Haití,0,38,332,0,22,1,10604,"DEN 1,2,3,4",0,56,Preliminar,2015
0,,,,,6,Haiti,Haití,,38,332,,-,1,10981,  ,,,Preliminar,2018
0,,,,,6,Haiti,Haití,,38,332,,-,1,10848,  ,,,Preliminar,2016
0,,,,,6,Haiti,Haití,,38,332,,-,1,10981,  ,,,Preliminar,2017
0,248.11,0.93,1.289370079,0.010,2,Honduras,Honduras,2,38,340,76,38,1,8190,DEN,262,20320,Preliminar,2016
0,48.01,0.00,1.843525180,0.000,2,Honduras,Honduras,0,38,340,0,38,1,9265,"DEN 1,2,3",82,4448,Preliminar,2017
0,458.10,0.00,2.049753822,0.000,2,Honduras,Honduras,0,38,340,0,38,1,8424,DEN,791,38590,Preliminar,2015
0,1.64,0.00,5.921052632,0.000,2,Honduras,Honduras,0,38,340,0,3,1,9265,DEN,9,152,Preliminar,2018
0,2.42,0.48,0,0.000,6,Jamaica,Jamaica,0,38,388,14,38,1,2890,DEN 3,0,70,Preliminar,2017
0,1.17,0.11,0,0.000,6,Jamaica,Jamaica,0,38,388,3,33,1,2813,DEN 4,0,33,Preliminar,2015
0,,,,,6,Jamaica,Jamaica,,38,388,,-,1,2890,  ,,,Preliminar,2018
0,56.01,3.64,0.127388535,0.000,6,Jamaica,Jamaica,0,38,388,102,35,1,2803,"DEN 3,4",2,1570,Preliminar,2016
0,0.50,0.01,0,0.000,2,Mexico,México,0,38,484,17,3,1,129163,"DEN 1,2",0,649,Preliminar,2018
0,111.76,11.93,2.050497978,0.014,2,Mexico,México,19,38,484,14935,38,1,125236,"DEN 1,2,3,4",2870,139966,Preliminar,2015
0,65.02,7.78,0.680369719,0.013,2,Mexico,México,11,38,484,10008,38,1,128632,"DEN 1,2,3,4",569,83631,Final,2016
0,34.76,5.36,0.505601711,0.038,2,Mexico,México,17,38,484,6928,38,1,129163,"DEN 1,2,3",227,44897,Preliminar,2017
0,0.00,0.00,,,6,Montserrat,Montserrat,0,38,500,0,38,1,5,  ,0,0,Preliminar,2017
0,,,,,6,Montserrat,Montserrat,,38,500,,-,1,5,  ,,,Preliminar,2018
0,0.00,0.00,,,6,Montserrat,Montserrat,0,38,500,0,32,1,5,  ,0,0,Preliminar,2015
