0,Incidence Rate (c),Lab Confirm Incidence rate,(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Country_sp,Deaths,EW,Iso3166,Confirmed,Epidemiological Week (a),Number of Records,Population x 1000,Serotype,Severe Dengue (d),Total of Dengue Cases (b),Type,Year
0,17.39,6.52,0,0.000,6,Antigua and Barbuda,Antigua y Barbuda,0,43,28,6,28,1,92,DEN,0,16,Preliminar,2015
0,,,,,6,Antigua and Barbuda,Antigua y Barbuda,,43,28,,-,1,95,  ,,,Preliminar,2018
0,39.36,3.19,0,0.000,6,Antigua and Barbuda,Antigua y Barbuda,0,43,28,3,36,1,94,DEN 2,0,37,Preliminar,2016
0,1.05,0.00,0,0.000,6,Antigua and Barbuda,Antigua y Barbuda,0,43,28,0,43,1,95,DEN,0,1,Preliminar,2017
0,3.54,0.00,0,0.000,6,Bahamas,Bahamas,0,43,44,0,36,1,395,DEN,0,14,Preliminar,2017
0,2.32,0.26,0,0.000,6,Bahamas,Bahamas,0,43,44,1,30,1,388,DEN,0,9,Preliminar,2015
0,,,,,6,Bahamas,Bahamas,,43,44,,-,1,395,  ,,,Preliminar,2018
0,226.97,19.34,0,0.000,6,Bahamas,Bahamas,0,43,44,76,29,1,393,DEN,0,892,Preliminar,2016
0,,,,,6,Barbados,Barbados,,43,52,,-,1,292,  ,,,Preliminar,2018
0,33.33,5.50,0,0.000,6,Barbados,Barbados,0,43,52,16,32,1,291,DEN 1,0,97,Preliminar,2015
0,473.88,137.80,0,0.000,6,Barbados,Barbados,0,43,52,401,40,1,291,DEN,0,1379,Preliminar,2016
0,136.30,29.11,0,0.000,6,Barbados,Barbados,0,43,52,85,40,1,292,DEN,0,398,Preliminar,2017
0,745.07,12.27,0.071581961,0.000,2,Belize,Belice,0,43,84,46,43,1,375,DEN,2,2794,Preliminar,2017
0,80.46,31.61,0,0.000,2,Belize,Belice,0,43,84,110,32,1,348,DEN 2,0,280,Preliminar,2015
0,,,,,2,Belize,Belice,,43,84,,-,1,375,  ,,,Preliminar,2018
0,15.26,0.27,0,0.000,2,Belize,Belice,0,43,84,1,32,1,367,DEN 3,0,56,Preliminar,2016
