0,Incidence Rate (c),Lab Confirm Incidence rate,(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Country_sp,Deaths,EW,Iso3166,Confirmed,Epidemiological Week (a),Number of Records,Population x 1000,Serotype,Severe Dengue (d),Total of Dengue Cases (b),Type,Year
0,8.74,8.74,0,0.000,6,Virgin Islands (US),Islas Vírgenes (EUA),0,11,850,9,11,1,103,DEN,0,9,final,2016
0,0.01,0.00,0,0.000,4,Argentina,Argentina,0,11,32,1,3,1,44271,DEN 1,0,4,Preliminar,2018
0,,,,,1,Canada,Canadá,0,11,124,0,11,1,0,  ,0,0,Preliminar,2017
0,0.01,0.01,0,0.000,1,United States of America,Estados Unidos de América,0,11,840,17,11,1,324460,DEN,0,17,Preliminar,2017
0,301.60,2.93,0.176834660,0.000,2,Belize,Belice,0,11,84,11,11,1,375,DEN,2,1131,Preliminar,2017
0,21.63,,0,0.000,2,Costa Rica,Costa Rica,0,11,188,,11,1,4906,"DEN 1,2",0,1061,final,2017
0,12.10,0.44,0,0.000,2,El Salvador,El Salvador,0,11,222,28,11,1,6378,DEN 2,0,772,Preliminar,2017
0,2.76,,0,0.000,2,Guatemala,Guatemala,0,11,320,,11,1,16914,"DEN 1,2,3,4",0,466,Preliminar,2017
0,12.05,,1.971326165,0.000,2,Honduras,Honduras,0,11,340,,11,1,9265,"DEN 1,2,3",22,1116,Preliminar,2017
0,4.57,0.46,0.457782299,0.000,2,Mexico,México,0,11,484,598,11,1,129163,"DEN 1,2,3",27,5898,Preliminar,2017
0,201.27,11.26,,0.008,2,Nicaragua,Nicaragua,1,11,558,700,11,1,6218,DEN 2,,12515,Preliminar,2017
0,19.27,10.34,0.379746835,0.000,2,Panama,Panamá,0,11,591,424,11,1,4099,"DEN 1,2",3,790,Preliminar,2017
0,41.02,5.58,0.308846239,0.000,3,Bolivia,Bolivia,0,11,68,617,11,1,11052,DEN,14,4533,Preliminar,2017
0,16.10,4.35,1.189873418,0.000,3,Colombia,Colombia,0,11,170,2134,11,1,49066,"DEN 1,2,3,4",94,7900,Preliminar,2017
0,16.63,16.63,0.144665461,0.000,3,Ecuador,Ecuador,0,11,218,2765,11,1,16625,DEN,4,2765,Preliminar,2017
0,23.60,7.24,0.355731225,0.066,3,Peru,Perú,5,11,604,2330,11,1,32165,"DEN 2,3",27,7590,Preliminar,2017
0,5.97,0.91,3.876375065,0.000,3,Venezuela,Venezuela,0,11,862,291,11,1,31977,DEN,74,1909,Preliminar,2017
0,0.29,0.14,0,0.000,4,Argentina,Argentina,0,11,32,61,11,1,44271,"DEN 1,3",0,130,Preliminar,2017
0,33.85,0.25,0.029643013,0.008,4,Brazil,Brasil,6,11,76,516,10,1,209288,"DEN 1,2,3,4",21,70843,Preliminar,2017
0,82.60,1.32,0.017774618,0.000,4,Paraguay,Paraguay,0,11,600,90,11,1,6811,DEN 1,1,5626,Preliminar,2017
0,0.87,0.87,0,0.000,3,Ecuador,Ecuador,0,11,218,144,2,1,16625,DEN,0,144,Preliminar,2018
0,,,,,1,Canada,Canadá,0,11,124,0,3,1,0,  ,0,0,Preliminar,2018
0,1.67,,3.288672351,0.000,3,Colombia,Colombia,0,11,170,,3,1,49066,DEN,27,821,Preliminar,2018
0,0.32,,11.764705882,0.000,5,Dominican Republic,República Dominicana,0,11,214,,3,1,10767,DEN,4,34,Preliminar,2018
0,1.32,1.32,,0.000,4,Paraguay,Paraguay,0,11,600,90,1,1,6811,DEN 1,,90,Preliminar,2018
0,1.66,,1.313320826,0.000,3,Peru,Perú,0,11,604,,2,1,32165,DEN,7,533,Preliminar,2018
0,0.00,0.00,,,5,Puerto Rico,Puerto Rico,0,11,630,0,3,1,3663,  ,0,0,Preliminar,2018
0,0.00,0.00,0,0.000,1,United States of America,Estados Unidos de América,0,11,840,2,3,1,324460,DEN,0,2,Preliminar,2018
0,0.00,0.00,,,4,Uruguay,Uruguay,0,11,858,0,3,1,3457,  ,0,0,Preliminar,2018
0,0.00,0.00,,,4,Uruguay,Uruguay,0,11,858,0,11,1,3457,  ,0,0,Preliminar,2017
0,1.83,0.03,4.060913706,0.000,5,Dominican Republic,República Dominicana,0,11,214,3,11,1,10767,DEN,8,197,Preliminar,2017
0,0.08,0.08,0,0.000,5,Puerto Rico,Puerto Rico,0,11,630,3,11,1,3663,DEN 2,0,3,Preliminar,2017
0,0.98,0.98,0,0.000,6,Virgin Islands (US),Islas Vírgenes (EUA),0,11,850,1,11,1,102,DEN,0,1,Preliminar,2017
0,70.59,5.88,0,,6,Anguilla,Anguila,,11,660,1,11,1,17,DEN,0,12,Preliminar,2017
0,1.05,0.00,0,0.000,6,Antigua and Barbuda,Antigua y Barbuda,0,11,28,0,11,1,95,DEN,0,1,Preliminar,2017
0,152.17,13.91,0,,6,Aruba,Aruba,,11,533,16,8,1,115,DEN,0,175,Preliminar,2017
0,0.00,0.00,,,6,Bahamas,Bahamas,0,11,44,0,11,1,395,  ,0,0,Preliminar,2017
0,17.47,5.14,0,0.000,6,Barbados,Barbados,0,11,52,15,4,1,292,DEN,0,51,Preliminar,2017
0,0.00,0.00,,,6,Bermuda,Bermuda,0,11,60,0,11,1,71,  ,0,0,Preliminar,2017
0,20.00,20.00,0,0.000,6,Virgin Islands (UK),Islas Vírgenes (RU),0,11,92,7,4,1,35,DEN,0,7,Preliminar,2017
0,13.51,0.00,0,0.000,6,Dominica,Dominica,0,11,212,0,8,1,74,DEN,0,10,Preliminar,2017
0,15.18,15.18,0,0.000,6,Grenada,Granada,0,11,308,17,8,1,112,DEN,0,17,Preliminar,2017
0,3.33,0.00,0,0.000,6,Guadeloupe,Guadalupe,0,11,312,0,7,1,450,DEN,0,15,Preliminar,2017
0,2.56,0.13,0,0.000,2,El Salvador,El Salvador,0,11,222,8,3,1,6378,DEN,0,163,Preliminar,2018
0,0.69,0.00,0,0.000,6,Jamaica,Jamaica,0,11,388,0,11,1,2890,DEN,0,20,Preliminar,2017
0,11.69,0.00,0,0.000,6,Martinique,Martinica,0,11,474,0,11,1,385,  ,0,45,Preliminar,2017
0,0.00,0.00,,,6,Montserrat,Montserrat,0,11,500,0,11,1,5,  ,0,0,Preliminar,2017
0,111.11,0.00,0,0.000,6,Saint Barthelemy,San Bartolomé,0,11,652,0,11,1,9,DEN,0,10,Preliminar,2017
0,0.00,0.00,,,6,Saint Lucia,Santa Lucía,0,11,662,0,11,1,165,  ,0,0,Preliminar,2017
0,128.57,0.00,0,0.000,6,Saint Martin,Isla de San Martín (Francia),0,11,663,0,11,1,42,DEN,0,54,Preliminar,2017
0,1.96,0.00,0,0.000,6,Saint Vincent and the Grenadines,San Vicente y las Granadinas,0,11,670,0,11,1,102,DEN,0,2,Preliminar,2017
0,39.62,39.62,0,0.000,6,Turks and Caicos Islands,Islas Turcas y Caicos,0,11,796,21,8,1,53,DEN,0,21,Preliminar,2017
0,0.00,0.00,,,6,Antigua and Barbuda,Antigua y Barbuda,0,11,28,0,4,1,92,  ,0,0,Preliminar,2015
0,1.90,0.12,0,0.000,4,Argentina,Argentina,0,11,32,49,11,1,42155,"DEN 1,4",0,803,Preliminar,2015
0,0.77,0.00,0,0.000,6,Bahamas,Bahamas,0,11,44,0,2,1,388,DEN,0,3,Preliminar,2015
0,0.00,0.00,,,6,Bermuda,Bermuda,0,11,60,0,4,1,70,  ,0,0,Preliminar,2015
