"X0","Incidence.Rate..c.","Lab.Confirm.Incidence.rate","X.SD.D..x100..e.","CFR..f.","ID","Country.or.Subregion","Country_sp","Deaths","EW","Iso3166","Confirmed","Epidemiological.Week..a.","Number.of.Records","Population.x.1000","Serotype","Severe.Dengue..d.","Total.of.Dengue.Cases..b.","Type","Year"
0,"39.36","3.19",0,0,6,"Antigua and Barbuda","Antigua y Barbuda",0,35,28,3,"28",1,94,"DEN 2",0,37,"Preliminar",2016
0,"226.97","19.34",0,0,6,"Bahamas","Bahamas",0,35,44,76,"29",1,393,"DEN",0,892,"Preliminar",2016
0,"378.35","82.82",0,0,6,"Barbados","Barbados",0,35,52,241,"24",1,291,"DEN",0,1101,"Preliminar",2016
0,"15.26","0.27",0,0,2,"Belize","Belice",0,35,84,1,"32",1,367,"DEN 3",0,56,"Preliminar",2016
0,"152.94","152.94",0,0,6,"Virgin Islands (UK)","Islas Vírgenes (RU)",0,35,92,52,"24",1,34,"DEN",0,52,"Preliminar",2016
0,"","",NA,NA,1,"Canada","Canadá",0,35,124,0,"35",1,0,"  ",0,0,"Final",2016
0,"91.23","91.23",0,0,6,"Cayman Islands","Islas Caimán",0,35,136,52,"30",1,57,"DEN 3",0,52,"Preliminar",2016
0,"343.40","0.00",0,0,2,"Costa Rica","Costa Rica",0,35,188,0,"35",1,4857,"DEN 1,2,3",0,16679,"Final",2016
0,"381.08","0.00",0,0,6,"Dominica","Dominica",0,35,212,0,"32",1,74,"DEN",0,282,"Preliminar",2016
0,"429.73","0.00",0,0,6,"Dominica","Dominica",0,35,212,0,"32",1,74,"0",0,318,"Preliminar",2016
0,"114.59","1.55",2.456339628,0.014,2,"El Salvador","El Salvador",1,35,222,95,"35",1,6146,"DEN 2",173,7043,"Final",2016
0,"103.60","21.62",0,0,6,"Grenada","Granada",0,35,308,24,"28",1,111,"DEN 1",0,115,"Preliminar",2016
0,"39.19","1.98",0.59687787,0.015,2,"Guatemala","Guatemala",1,35,320,330,"35",1,16673,"DEN 1,2,3,4",39,6534,"Preliminar",2016
0,"39.30","39.30",0,0,6,"Guyana","Guyana",0,35,328,303,"16",1,771,"DEN",0,303,"Preliminar",2016
0,"","",NA,NA,6,"Haiti","Haití",NA,35,332,NA,"-",1,10848,"  ",NA,NA,"Preliminar",2016
