"X0","Incidence.Rate..c.","Lab.Confirm.Incidence.rate","X.SD.D..x100..e.","CFR..f.","ID","Country.or.Subregion","Country_sp","Deaths","EW","Iso3166","Confirmed","Epidemiological.Week..a.","Number.of.Records","Population.x.1000","Serotype","Severe.Dengue..d.","Total.of.Dengue.Cases..b.","Type","Year"
0,"17.39",6.52,0,0,6,"Antigua and Barbuda","Antigua y Barbuda",0,50,28,6,"28",1,92,"DEN",0,16,"Preliminar",2015
0,"2.32",0.26,0,0,6,"Bahamas","Bahamas",0,50,44,1,"30",1,388,"DEN",0,9,"Preliminar",2015
0,"33.33",5.5,0,0,6,"Barbados","Barbados",0,50,52,16,"32",1,291,"DEN 1",0,97,"Preliminar",2015
0,"80.46",31.61,0,0,2,"Belize","Belice",0,50,84,110,"32",1,348,"DEN 2",0,280,"Preliminar",2015
0,"312.12",312.12,0.970873786,0,6,"Virgin Islands (UK)","Islas Vírgenes (RU)",0,50,92,103,"40",1,33,"DEN",1,103,"Preliminar",2015
0,"",NA,NA,NA,1,"Canada","Canadá",0,50,124,0,"50",1,0,"  ",0,0,"Preliminar",2015
0,"325.99",0,0.036796271,0,2,"Costa Rica","Costa Rica",0,50,188,0,"50",1,5002,"DEN 1,2,3",6,16306,"Final",2015
0,"33.78",2.7,0,0,6,"Dominica","Dominica",0,50,212,2,"24",1,74,"DEN",0,25,"Preliminar",2015
0,"768.69",154.92,0.736901773,0.012,2,"El Salvador","El Salvador",6,50,222,9955,"50",1,6426,"DEN 1,2,3",364,49396,"Preliminar",2015
0,"9.91",9.91,0,0,6,"Grenada","Granada",0,50,308,11,"32",1,111,"DEN",0,11,"Preliminar",2015
0,"98.42",7.55,0.243780473,0.056,2,"Guatemala","Guatemala",9,50,320,1228,"48",1,16255,"DEN 1,2,3,4",39,15998,"Preliminar",2015
0,"17.57",17.57,0,0,6,"Guyana","Guyana",0,50,328,142,"24",1,808,"DEN",0,142,"Preliminar",2015
0,"0.53",0,0,0,6,"Haiti","Haití",0,50,332,0,"22",1,10604,"DEN 1,2,3,4",0,56,"Preliminar",2015
0,"520.39",0,2.351840869,0.009,2,"Honduras","Honduras",4,50,340,0,"50",1,8424,"DEN",1031,43838,"Preliminar",2015
0,"3.13",0.39,0,0,6,"Jamaica","Jamaica",0,50,388,11,"50",1,2813,"DEN 4",0,88,"Preliminar",2015
0,"173.55",20.9,2.427443547,0.017,2,"Mexico","México",37,50,484,26175,"50",1,125236,"DEN 1,2,3,4",5276,217348,"Preliminar",2015
0,"0.00",0,NA,NA,6,"Montserrat","Montserrat",0,50,500,0,"32",1,5,"  ",0,0,"Preliminar",2015
