0,Incidence Rate (c),Lab Confirm Incidence rate,(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Country_sp,Deaths,EW,Iso3166,Confirmed,Epidemiological Week (a),Number of Records,Population x 1000,Serotype,Severe Dengue (d),Total of Dengue Cases (b),Type,Year
0,18.57,0.23,3.541527127,0.004,2,Mexico,México,1,17,484,301,17,1,128632,"DEN 1,2,3,4",846,23888,Final,2016
0,8.74,8.74,0,0.000,6,Virgin Islands (US),Islas Vírgenes (EUA),0,17,850,9,17,1,103,DEN,0,9,final,2016
0,0.01,0.00,0,0.000,4,Argentina,Argentina,0,17,32,1,3,1,44271,DEN 1,0,4,Preliminar,2018
0,,,,,1,Canada,Canadá,0,17,124,0,17,1,0,  ,0,0,Preliminar,2017
0,0.01,0.01,0,0.000,1,United States of America,Estados Unidos de América,0,17,840,23,17,1,324460,DEN,0,23,Preliminar,2017
0,404.53,4.00,0.131839156,0.000,2,Belize,Belice,0,17,84,15,17,1,375,DEN,2,1517,Preliminar,2017
0,28.45,,0,0.000,2,Costa Rica,Costa Rica,0,17,188,,17,1,4906,"DEN 1,2",0,1396,final,2017
0,18.60,0.52,0,0.000,2,El Salvador,El Salvador,0,17,222,33,17,1,6378,DEN 2,0,1186,Preliminar,2017
0,4.69,,0,0.000,2,Guatemala,Guatemala,0,17,320,,17,1,16914,"DEN 1,2,3,4",0,794,Preliminar,2017
0,17.88,,1.810500905,0.000,2,Honduras,Honduras,0,17,340,,17,1,9265,"DEN 1,2,3",30,1657,Preliminar,2017
0,7.28,0.77,0.446570973,0.011,2,Mexico,México,1,17,484,993,17,1,129163,"DEN 1,2,3",42,9405,Preliminar,2017
0,314.12,16.02,,0.005,2,Nicaragua,Nicaragua,1,17,558,996,17,1,6218,DEN 2,,19532,Preliminar,2017
0,56.01,21.83,0.304878049,0.000,2,Panama,Panamá,0,17,591,895,17,1,4099,"DEN 1,2",7,2296,Preliminar,2017
0,67.86,7.13,0.493333333,0.027,3,Bolivia,Bolivia,2,17,68,788,17,1,11052,DEN,37,7500,Preliminar,2017
0,22.20,6.39,1.073887104,0.000,3,Colombia,Colombia,0,17,170,3136,17,1,49066,"DEN 1,2,3,4",117,10895,Preliminar,2017
0,36.54,36.54,0.098765432,0.049,3,Ecuador,Ecuador,3,17,218,6075,17,1,16625,DEN,6,6075,Preliminar,2017
0,72.60,21.62,0.316875776,0.086,3,Peru,Perú,20,17,604,6953,17,1,32165,"DEN 2,3",74,23353,Preliminar,2017
0,8.62,,3.808487486,0.000,3,Venezuela,Venezuela,0,17,862,,17,1,31977,DEN,105,2757,Preliminar,2017
0,0.79,0.29,0,0.000,4,Argentina,Argentina,0,17,32,129,17,1,44271,"DEN 1,3",0,350,Preliminar,2017
0,54.17,0.41,0.050272973,0.015,4,Brazil,Brasil,17,17,76,867,15,1,209288,"DEN 1,2,3,4",57,113381,Preliminar,2017
0,135.53,3.01,0.010833063,0.000,4,Paraguay,Paraguay,0,17,600,205,17,1,6811,DEN 1,1,9231,Preliminar,2017
0,0.87,0.87,0,0.000,3,Ecuador,Ecuador,0,17,218,144,2,1,16625,DEN,0,144,Preliminar,2018
0,,,,,1,Canada,Canadá,0,17,124,0,3,1,0,  ,0,0,Preliminar,2018
0,1.67,,3.288672351,0.000,3,Colombia,Colombia,0,17,170,,3,1,49066,DEN,27,821,Preliminar,2018
