0,Incidence Rate (c),Lab Confirm Incidence rate,(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Country_sp,Deaths,EW,Iso3166,Confirmed,Epidemiological Week (a),Number of Records,Population x 1000,Serotype,Severe Dengue (d),Total of Dengue Cases (b),Type,Year
0,17.39,6.52,0,0.000,6,Antigua and Barbuda,Antigua y Barbuda,0,40,28,6,28,1,92,DEN,0,16,Preliminar,2015
0,,,,,6,Antigua and Barbuda,Antigua y Barbuda,,40,28,,-,1,95,  ,,,Preliminar,2018
0,39.36,3.19,0,0.000,6,Antigua and Barbuda,Antigua y Barbuda,0,40,28,3,36,1,94,DEN 2,0,37,Preliminar,2016
0,1.05,0.00,0,0.000,6,Antigua and Barbuda,Antigua y Barbuda,0,40,28,0,40,1,95,DEN,0,1,Preliminar,2017
0,3.54,0.00,0,0.000,6,Bahamas,Bahamas,0,40,44,0,36,1,395,DEN,0,14,Preliminar,2017
0,2.32,0.26,0,0.000,6,Bahamas,Bahamas,0,40,44,1,30,1,388,DEN,0,9,Preliminar,2015
0,,,,,6,Bahamas,Bahamas,,40,44,,-,1,395,  ,,,Preliminar,2018
0,226.97,19.34,0,0.000,6,Bahamas,Bahamas,0,40,44,76,29,1,393,DEN,0,892,Preliminar,2016
0,,,,,6,Barbados,Barbados,,40,52,,-,1,292,  ,,,Preliminar,2018
0,33.33,5.50,0,0.000,6,Barbados,Barbados,0,40,52,16,32,1,291,DEN 1,0,97,Preliminar,2015
0,473.88,137.80,0,0.000,6,Barbados,Barbados,0,40,52,401,40,1,291,DEN,0,1379,Preliminar,2016
0,136.30,29.11,0,0.000,6,Barbados,Barbados,0,40,52,85,40,1,292,DEN,0,398,Preliminar,2017
0,722.67,9.33,0.073800738,0.000,2,Belize,Belice,0,40,84,35,40,1,375,DEN,2,2710,Preliminar,2017
0,80.46,31.61,0,0.000,2,Belize,Belice,0,40,84,110,32,1,348,DEN 2,0,280,Preliminar,2015
0,,,,,2,Belize,Belice,,40,84,,-,1,375,  ,,,Preliminar,2018
0,15.26,0.27,0,0.000,2,Belize,Belice,0,40,84,1,32,1,367,DEN 3,0,56,Preliminar,2016
0,,,,,6,Virgin Islands (UK),Islas Vírgenes (RU),,40,92,,-,1,35,  ,,,Preliminar,2018
0,312.12,312.12,0.970873786,0.000,6,Virgin Islands (UK),Islas Vírgenes (RU),0,40,92,103,40,1,33,DEN,1,103,Preliminar,2015
0,247.06,238.24,0,0.000,6,Virgin Islands (UK),Islas Vírgenes (RU),0,40,92,81,40,1,34,DEN,0,84,Preliminar,2016
0,120.00,120.00,0,0.000,6,Virgin Islands (UK),Islas Vírgenes (RU),0,40,92,42,32,1,35,DEN,0,42,Preliminar,2017
0,,,,,1,Canada,Canadá,0,40,124,0,40,1,0,  ,0,0,Final,2016
0,,,,,1,Canada,Canadá,0,40,124,0,40,1,0,  ,0,0,Preliminar,2017
0,,,,,1,Canada,Canadá,0,40,124,0,40,1,0,  ,0,0,Preliminar,2015
0,,,,,1,Canada,Canadá,0,40,124,0,3,1,0,  ,0,0,Preliminar,2018
0,189.47,1.75,0,0.000,6,Cayman Islands,Islas Caimán,0,40,136,1,36,1,57,DEN 3,0,108,Preliminar,2016
0,39.66,0.00,0,0.000,6,Cayman Islands,Islas Caimán,0,40,136,0,40,1,58,DEN,0,23,Preliminar,2017
0,,,,,6,Cayman Islands,Islas Caimán,,40,136,,-,1,58,  ,,,Preliminar,2018
0,397.76,0.00,0,0.000,2,Costa Rica,Costa Rica,0,40,188,0,40,1,4857,"DEN 1,2,3",0,19319,Final,2016
0,98.29,,0,0.000,2,Costa Rica,Costa Rica,0,40,188,,40,1,4906,"DEN 1,2",0,4822,final,2017
0,154.94,0.00,0.077419355,0.000,2,Costa Rica,Costa Rica,0,40,188,0,40,1,5002,"DEN 1,2,3",6,7750,Final,2015
0,,,,,2,Costa Rica,Costa Rica,,40,188,,-,1,4906,  ,,,Preliminar,2018
0,44.59,0.00,0,0.000,6,Dominica,Dominica,0,40,212,0,28,1,74,DEN,0,33,Preliminar,2017
0,33.78,2.70,0,0.000,6,Dominica,Dominica,0,40,212,2,24,1,74,DEN,0,25,Preliminar,2015
0,,,,,6,Dominica,Dominica,,40,212,,-,1,74,  ,,,Preliminar,2018
0,381.08,0.00,0,0.000,6,Dominica,Dominica,0,40,212,0,32,1,74,DEN,0,282,Preliminar,2016
0,429.73,0.00,0,0.000,6,Dominica,Dominica,0,40,212,0,32,1,74,0,0,318,Preliminar,2016
0,51.66,2.70,0.121396055,0.000,2,El Salvador,El Salvador,0,40,222,172,40,1,6378,DEN 2,4,3295,Preliminar,2017
0,558.09,129.24,0.816998020,0.006,2,El Salvador,El Salvador,2,40,222,8305,40,1,6426,"DEN 1,2,3",293,35863,Preliminar,2015
0,2.56,0.13,0,0.000,2,El Salvador,El Salvador,0,40,222,8,3,1,6378,DEN,0,163,Preliminar,2018
0,124.37,1.77,2.380952381,0.013,2,El Salvador,El Salvador,1,40,222,109,40,1,6146,DEN 2,182,7644,Final,2016
0,9.91,9.91,0,0.000,6,Grenada,Granada,0,40,308,11,32,1,111,DEN,0,11,Preliminar,2015
0,,,,,6,Grenada,Granada,,40,308,,-,1,112,  ,,,Preliminar,2018
0,130.63,54.05,0,0.000,6,Grenada,Granada,0,40,308,60,40,1,111,DEN 1,0,145,Preliminar,2016
0,107.14,107.14,0,0.000,6,Grenada,Granada,0,40,308,120,36,1,112,DEN,0,120,Preliminar,2017
0,,,,,2,Guatemala,Guatemala,,40,320,,-,1,16914,  ,,,Preliminar,2018
0,75.55,2.88,0.130282550,0.041,2,Guatemala,Guatemala,5,40,320,468,35,1,16255,"DEN 1,2,3,4",16,12281,Preliminar,2015
0,45.88,1.98,0.522944176,0.013,2,Guatemala,Guatemala,1,40,320,330,40,1,16673,"DEN 1,2,3,4",40,7649,Preliminar,2016
0,18.95,5.97,1.029641186,0.406,2,Guatemala,Guatemala,13,40,320,1010,40,1,16914,"DEN 1,2,3,4",33,3205,Preliminar,2017
0,39.30,39.30,0,0.000,6,Guyana,Guyana,0,40,328,303,16,1,771,DEN,0,303,Preliminar,2016
0,0.64,0.00,0,0.000,6,Guyana,Guyana,0,40,328,0,38,1,778,DEN,0,5,Preliminar,2017
0,17.57,17.57,0,0.000,6,Guyana,Guyana,0,40,328,142,24,1,808,DEN,0,142,Preliminar,2015
0,,,,,6,Guyana,Guyana,,40,328,,-,1,778,  ,,,Preliminar,2018
0,0.53,0.00,0,0.000,6,Haiti,Haití,0,40,332,0,22,1,10604,"DEN 1,2,3,4",0,56,Preliminar,2015
0,,,,,6,Haiti,Haití,,40,332,,-,1,10981,  ,,,Preliminar,2018
0,,,,,6,Haiti,Haití,,40,332,,-,1,10848,  ,,,Preliminar,2016
0,,,,,6,Haiti,Haití,,40,332,,-,1,10981,  ,,,Preliminar,2017
0,253.79,0.93,1.299013712,0.010,2,Honduras,Honduras,2,40,340,76,40,1,8190,DEN,270,20785,Preliminar,2016
0,49.20,0.00,1.996489688,0.000,2,Honduras,Honduras,0,40,340,0,40,1,9265,"DEN 1,2,3",91,4558,Preliminar,2017
0,465.03,0.00,2.100883239,0.000,2,Honduras,Honduras,0,40,340,0,40,1,8424,DEN,823,39174,Preliminar,2015
0,1.64,0.00,5.921052632,0.000,2,Honduras,Honduras,0,40,340,0,3,1,9265,DEN,9,152,Preliminar,2018
