"X0","Incidence.Rate..c.","Lab.Confirm.Incidence.rate","X.SD.D..x100..e.","CFR..f.","ID","Country.or.Subregion","Country_sp","Deaths","EW","Iso3166","Confirmed","Epidemiological.Week..a.","Number.of.Records","Population.x.1000","Serotype","Severe.Dengue..d.","Total.of.Dengue.Cases..b.","Type","Year"
0,"1.05",0,0,0,6,"Antigua and Barbuda","Antigua y Barbuda",0,44,28,0,"44",1,95,"DEN",0,1,"Preliminar",2017
0,"3.54",0,0,0,6,"Bahamas","Bahamas",0,44,44,0,"36",1,395,"DEN",0,14,"Preliminar",2017
0,"136.30",29.11,0,0,6,"Barbados","Barbados",0,44,52,85,"40",1,292,"DEN",0,398,"Preliminar",2017
0,"752.53",12.27,0.070871722,0,2,"Belize","Belice",0,44,84,46,"44",1,375,"DEN",2,2822,"Preliminar",2017
0,"120.00",120,0,0,6,"Virgin Islands (UK)","Islas Vírgenes (RU)",0,44,92,42,"32",1,35,"DEN",0,42,"Preliminar",2017
0,"",NA,NA,NA,1,"Canada","Canadá",0,44,124,0,"44",1,0,"  ",0,0,"Preliminar",2017
0,"39.66",0,0,0,6,"Cayman Islands","Islas Caimán",0,44,136,0,"40",1,58,"DEN",0,23,"Preliminar",2017
0,"106.40",NA,0,0,2,"Costa Rica","Costa Rica",0,44,188,NA,"44",1,4906,"DEN 1,2",0,5220,"final",2017
0,"44.59",0,0,0,6,"Dominica","Dominica",0,44,212,0,"28",1,74,"DEN",0,33,"Preliminar",2017
0,"58.73",2.88,0.160170849,0,2,"El Salvador","El Salvador",0,44,222,184,"44",1,6378,"DEN 2",6,3746,"Preliminar",2017
0,"174.11",174.11,0,0,6,"Grenada","Granada",0,44,308,195,"44",1,112,"DEN",0,195,"Preliminar",2017
0,"21.86",7.2,1.731133351,0.325,2,"Guatemala","Guatemala",12,44,320,1218,"44",1,16914,"DEN 1,2,3,4",64,3697,"Preliminar",2017
0,"0.64",0,0,0,6,"Guyana","Guyana",0,44,328,0,"38",1,778,"DEN",0,5,"Preliminar",2017
0,"",NA,NA,NA,6,"Haiti","Haití",NA,44,332,NA,"-",1,10981,"  ",NA,NA,"Preliminar",2017
0,"52.44",0,2.037456267,0,2,"Honduras","Honduras",0,44,340,0,"44",1,9265,"DEN 1,2,3",99,4859,"Preliminar",2017
0,"2.42",0.48,0,0,6,"Jamaica","Jamaica",0,44,388,14,"44",1,2890,"DEN 3",0,70,"Preliminar",2017
0,"56.33",8.87,0.417834955,0.023,2,"Mexico","México",17,44,484,11462,"44",1,129163,"DEN 1,2,3",304,72756,"Preliminar",2017
0,"0.00",0,NA,NA,6,"Montserrat","Montserrat",0,44,500,0,"44",1,5,"  ",0,0,"Preliminar",2017
0,"",NA,NA,NA,6,"Curaçao","Curazao",NA,44,531,NA,"-",1,150,"  ",NA,NA,"Preliminar",2017
0,"581.74",348.7,0,NA,6,"Aruba","Aruba",NA,44,533,401,"32",1,115,"DEN",0,669,"Preliminar",2017
0,"",NA,NA,NA,6,"Bonaire, Saint Eustatius and Saba","Bonaire, San Eustaquio y Saba",NA,44,535,NA,"-",1,26,"  ",NA,NA,"Preliminar",2017
0,"935.28",36.51,NA,0.003,2,"Nicaragua","Nicaragua",2,44,558,2270,"44",1,6218,"DEN 2",NA,58156,"Preliminar",2017
