0,Incidence Rate (c),Lab Confirm Incidence rate,(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Country_sp,Deaths,EW,Iso3166,Confirmed,Epidemiological Week (a),Number of Records,Population x 1000,Serotype,Severe Dengue (d),Total of Dengue Cases (b),Type,Year
0,17.39,6.52,0,0.000,6,Antigua and Barbuda,Antigua y Barbuda,0,44,28,6,28,1,92,DEN,0,16,Preliminar,2015
0,,,,,6,Antigua and Barbuda,Antigua y Barbuda,,44,28,,-,1,95,  ,,,Preliminar,2018
0,103.19,3.19,0,0.000,6,Antigua and Barbuda,Antigua y Barbuda,0,44,28,3,44,1,94,DEN 2,0,97,Preliminar,2016
0,1.05,0.00,0,0.000,6,Antigua and Barbuda,Antigua y Barbuda,0,44,28,0,44,1,95,DEN,0,1,Preliminar,2017
0,3.54,0.00,0,0.000,6,Bahamas,Bahamas,0,44,44,0,36,1,395,DEN,0,14,Preliminar,2017
0,2.32,0.26,0,0.000,6,Bahamas,Bahamas,0,44,44,1,30,1,388,DEN,0,9,Preliminar,2015
0,,,,,6,Bahamas,Bahamas,,44,44,,-,1,395,  ,,,Preliminar,2018
0,226.97,19.34,0,0.000,6,Bahamas,Bahamas,0,44,44,76,29,1,393,DEN,0,892,Preliminar,2016
0,,,,,6,Barbados,Barbados,,44,52,,-,1,292,  ,,,Preliminar,2018
0,33.33,5.50,0,0.000,6,Barbados,Barbados,0,44,52,16,32,1,291,DEN 1,0,97,Preliminar,2015
0,473.88,137.80,0,0.000,6,Barbados,Barbados,0,44,52,401,40,1,291,DEN,0,1379,Preliminar,2016
0,136.30,29.11,0,0.000,6,Barbados,Barbados,0,44,52,85,40,1,292,DEN,0,398,Preliminar,2017
0,752.53,12.27,0.070871722,0.000,2,Belize,Belice,0,44,84,46,44,1,375,DEN,2,2822,Preliminar,2017
0,80.46,31.61,0,0.000,2,Belize,Belice,0,44,84,110,32,1,348,DEN 2,0,280,Preliminar,2015
0,,,,,2,Belize,Belice,,44,84,,-,1,375,  ,,,Preliminar,2018
0,15.26,0.27,0,0.000,2,Belize,Belice,0,44,84,1,32,1,367,DEN 3,0,56,Preliminar,2016
0,,,,,6,Virgin Islands (UK),Islas Vírgenes (RU),,44,92,,-,1,35,  ,,,Preliminar,2018
0,312.12,312.12,0.970873786,0.000,6,Virgin Islands (UK),Islas Vírgenes (RU),0,44,92,103,40,1,33,DEN,1,103,Preliminar,2015
0,247.06,238.24,0,0.000,6,Virgin Islands (UK),Islas Vírgenes (RU),0,44,92,81,40,1,34,DEN,0,84,Preliminar,2016
0,120.00,120.00,0,0.000,6,Virgin Islands (UK),Islas Vírgenes (RU),0,44,92,42,32,1,35,DEN,0,42,Preliminar,2017
0,,,,,1,Canada,Canadá,0,44,124,0,44,1,0,  ,0,0,Final,2016
0,,,,,1,Canada,Canadá,0,44,124,0,44,1,0,  ,0,0,Preliminar,2017
0,,,,,1,Canada,Canadá,0,44,124,0,44,1,0,  ,0,0,Preliminar,2015
0,,,,,1,Canada,Canadá,0,44,124,0,3,1,0,  ,0,0,Preliminar,2018
0,256.14,3.51,0,0.000,6,Cayman Islands,Islas Caimán,0,44,136,2,44,1,57,DEN 3,0,146,Preliminar,2016
0,39.66,0.00,0,0.000,6,Cayman Islands,Islas Caimán,0,44,136,0,40,1,58,DEN,0,23,Preliminar,2017
0,,,,,6,Cayman Islands,Islas Caimán,,44,136,,-,1,58,  ,,,Preliminar,2018
0,430.92,0.00,0,0.000,2,Costa Rica,Costa Rica,0,44,188,0,44,1,4857,"DEN 1,2,3",0,20930,Final,2016
0,106.40,,0,0.000,2,Costa Rica,Costa Rica,0,44,188,,44,1,4906,"DEN 1,2",0,5220,final,2017
0,215.29,0.00,0.055715480,0.000,2,Costa Rica,Costa Rica,0,44,188,0,44,1,5002,"DEN 1,2,3",6,10769,Final,2015
0,,,,,2,Costa Rica,Costa Rica,,44,188,,-,1,4906,  ,,,Preliminar,2018
0,44.59,0.00,0,0.000,6,Dominica,Dominica,0,44,212,0,28,1,74,DEN,0,33,Preliminar,2017
0,33.78,2.70,0,0.000,6,Dominica,Dominica,0,44,212,2,24,1,74,DEN,0,25,Preliminar,2015
0,,,,,6,Dominica,Dominica,,44,212,,-,1,74,  ,,,Preliminar,2018
0,381.08,0.00,0,0.000,6,Dominica,Dominica,0,44,212,0,32,1,74,DEN,0,282,Preliminar,2016
0,429.73,0.00,0,0.000,6,Dominica,Dominica,0,44,212,0,32,1,74,0,0,318,Preliminar,2016
0,58.73,2.88,0.160170849,0.000,2,El Salvador,El Salvador,0,44,222,184,44,1,6378,DEN 2,6,3746,Preliminar,2017
0,664.44,140.74,0.777572195,0.007,2,El Salvador,El Salvador,3,44,222,9044,44,1,6426,"DEN 1,2,3",332,42697,Preliminar,2015
0,2.56,0.13,0,0.000,2,El Salvador,El Salvador,0,44,222,8,3,1,6378,DEN,0,163,Preliminar,2018
0,133.29,1.81,2.282714844,0.012,2,El Salvador,El Salvador,1,44,222,111,44,1,6146,DEN 2,187,8192,Final,2016
0,9.91,9.91,0,0.000,6,Grenada,Granada,0,44,308,11,32,1,111,DEN,0,11,Preliminar,2015
0,,,,,6,Grenada,Granada,,44,308,,-,1,112,  ,,,Preliminar,2018
0,130.63,54.05,0,0.000,6,Grenada,Granada,0,44,308,60,40,1,111,DEN 1,0,145,Preliminar,2016
0,174.11,174.11,0,0.000,6,Grenada,Granada,0,44,308,195,44,1,112,DEN,0,195,Preliminar,2017
0,,,,,2,Guatemala,Guatemala,,44,320,,-,1,16914,  ,,,Preliminar,2018
0,93.12,5.07,0.171764550,0.059,2,Guatemala,Guatemala,9,44,320,824,44,1,16255,"DEN 1,2,3,4",26,15137,Preliminar,2015
0,49.61,1.98,0.519888768,0.012,2,Guatemala,Guatemala,1,44,320,330,44,1,16673,"DEN 1,2,3,4",43,8271,Preliminar,2016
0,21.86,7.20,1.731133351,0.325,2,Guatemala,Guatemala,12,44,320,1218,44,1,16914,"DEN 1,2,3,4",64,3697,Preliminar,2017
0,39.30,39.30,0,0.000,6,Guyana,Guyana,0,44,328,303,16,1,771,DEN,0,303,Preliminar,2016
0,0.64,0.00,0,0.000,6,Guyana,Guyana,0,44,328,0,38,1,778,DEN,0,5,Preliminar,2017
0,17.57,17.57,0,0.000,6,Guyana,Guyana,0,44,328,142,24,1,808,DEN,0,142,Preliminar,2015
0,,,,,6,Guyana,Guyana,,44,328,,-,1,778,  ,,,Preliminar,2018
0,0.53,0.00,0,0.000,6,Haiti,Haití,0,44,332,0,22,1,10604,"DEN 1,2,3,4",0,56,Preliminar,2015
0,,,,,6,Haiti,Haití,,44,332,,-,1,10981,  ,,,Preliminar,2018
0,,,,,6,Haiti,Haití,,44,332,,-,1,10848,  ,,,Preliminar,2016
0,,,,,6,Haiti,Haití,,44,332,,-,1,10981,  ,,,Preliminar,2017
0,266.14,0.93,1.357985044,0.014,2,Honduras,Honduras,3,44,340,76,44,1,8190,DEN,296,21797,Preliminar,2016
0,52.44,0.00,2.037456267,0.000,2,Honduras,Honduras,0,44,340,0,44,1,9265,"DEN 1,2,3",99,4859,Preliminar,2017
