"X0","Incidence.Rate..c.","Lab.Confirm.Incidence.rate","X.SD.D..x100..e.","CFR..f.","ID","Country.or.Subregion","Country_sp","Deaths","EW","Iso3166","Confirmed","Epidemiological.Week..a.","Number.of.Records","Population.x.1000","Serotype","Severe.Dengue..d.","Total.of.Dengue.Cases..b.","Type","Year"
0,"17.39","6.52",0,0,6,"Antigua and Barbuda","Antigua y Barbuda",0,28,28,6,"28",1,92,"DEN",0,16,"Preliminar",2015
0,"1.29","0.26",0,0,6,"Bahamas","Bahamas",0,28,44,1,"12",1,388,"DEN",0,5,"Preliminar",2015
0,"33.33","5.50",0,0,6,"Barbados","Barbados",0,28,52,16,"20",1,291,"DEN 1",0,97,"Preliminar",2015
0,"31.61","31.61",0,0,2,"Belize","Belice",0,28,84,110,"16",1,348,"DEN 2",0,110,"Preliminar",2015
0,"118.18","81.82",0,0,6,"Virgin Islands (UK)","Islas Vírgenes (RU)",0,28,92,27,"20",1,33,"DEN",0,39,"Preliminar",2015
0,"","",NA,NA,1,"Canada","Canadá",0,28,124,0,"28",1,0,"  ",0,0,"Preliminar",2015
0,"52.50","0.00",0,0,2,"Costa Rica","Costa Rica",0,28,188,0,"28",1,5002,"DEN 1,2,3",0,2626,"Final",2015
0,"33.78","2.70",0,0,6,"Dominica","Dominica",0,28,212,2,"24",1,74,"DEN",0,25,"Preliminar",2015
0,"191.63","33.80",0.576579503,0,2,"El Salvador","El Salvador",0,28,222,2172,"28",1,6426,"DEN 1,2,3",71,12314,"Preliminar",2015
0,"6.31","6.31",0,0,6,"Grenada","Granada",0,28,308,7,"20",1,111,"DEN",0,7,"Preliminar",2015
0,"54.27","1.40",0.068011789,0.045,2,"Guatemala","Guatemala",4,28,320,227,"27",1,16255,"DEN 1,2,3,4",6,8822,"Preliminar",2015
0,"17.57","17.57",0,0,6,"Guyana","Guyana",0,28,328,142,"24",1,808,"DEN",0,142,"Preliminar",2015
0,"0.53","0.00",0,0,6,"Haiti","Haití",0,28,332,0,"22",1,10604,"DEN 1,2,3,4",0,56,"Preliminar",2015
0,"372.80","0.00",2.063365706,0,2,"Honduras","Honduras",0,28,340,0,"28",1,8424,"DEN",648,31405,"Preliminar",2015
0,"1.03","0.11",0,0,6,"Jamaica","Jamaica",0,28,388,3,"27",1,2813,"DEN 4",0,29,"Preliminar",2015
0,"49.12","5.70",2.288686606,0.018,2,"Mexico","México",11,28,484,7136,"28",1,125236,"DEN 1,2,3,4",1408,61520,"Preliminar",2015
0,"0.00","0.00",NA,NA,6,"Montserrat","Montserrat",0,28,500,0,"24",1,5,"  ",0,0,"Preliminar",2015
