"X0","Incidence.Rate..c.","Lab.Confirm.Incidence.rate","X.SD.D..x100..e.","CFR..f.","ID","Country.or.Subregion","Country_sp","Deaths","EW","Iso3166","Confirmed","Epidemiological.Week..a.","Number.of.Records","Population.x.1000","Serotype","Severe.Dengue..d.","Total.of.Dengue.Cases..b.","Type","Year"
0,"","",NA,NA,1,"Canada","Canadá",0,13,124,0,"13",1,0,"  ",0,0,"Preliminar",2017
0,"0.01","0.01",0,0,1,"United States of America","Estados Unidos de América",0,13,840,20,"13",1,324460,"DEN",0,20,"Preliminar",2017
0,"349.87","3.20",0.152439024,0,2,"Belize","Belice",0,13,84,12,"13",1,375,"DEN",2,1312,"Preliminar",2017
0,"24.17","",0,0,2,"Costa Rica","Costa Rica",0,13,188,NA,"13",1,4906,"DEN 1,2",0,1186,"final",2017
0,"14.58","0.50",0,0,2,"El Salvador","El Salvador",0,13,222,32,"13",1,6378,"DEN 2",0,930,"Preliminar",2017
0,"3.80","",0,0,2,"Guatemala","Guatemala",0,13,320,NA,"13",1,16914,"DEN 1,2,3,4",0,643,"Preliminar",2017
0,"14.00","",1.927525058,0,2,"Honduras","Honduras",0,13,340,NA,"13",1,9265,"DEN 1,2,3",25,1297,"Preliminar",2017
0,"5.54","0.58",0.432900433,0.014,2,"Mexico","México",1,13,484,749,"13",1,129163,"DEN 1,2,3",31,7161,"Preliminar",2017
0,"240.72","13.40",NA,0.007,2,"Nicaragua","Nicaragua",1,13,558,833,"13",1,6218,"DEN 2",NA,14968,"Preliminar",2017
0,"20.15","10.93",0.363196126,0,2,"Panama","Panamá",0,13,591,448,"13",1,4099,"DEN 1,2",3,826,"Preliminar",2017
0,"51.01","6.17",0.40794608,0.018,3,"Bolivia","Bolivia",1,13,68,682,"13",1,11052,"DEN",23,5638,"Preliminar",2017
0,"18.17","5.04",1.155356141,0,3,"Colombia","Colombia",0,13,170,2474,"13",1,49066,"DEN 1,2,3,4",103,8915,"Preliminar",2017
0,"23.78","23.78",0.075891728,0.051,3,"Ecuador","Ecuador",2,13,218,3953,"13",1,16625,"DEN",3,3953,"Preliminar",2017
0,"35.36","10.67",0.342857143,0.079,3,"Peru","Perú",9,13,604,3433,"13",1,32165,"DEN 2,3",39,11375,"Preliminar",2017
0,"7.16","",3.626037571,0,3,"Venezuela","Venezuela",0,13,862,NA,"13",1,31977,"DEN",83,2289,"Preliminar",2017
0,"0.40","0.18",0,0,4,"Argentina","Argentina",0,13,32,80,"12",1,44271,"DEN 1,3",0,175,"Preliminar",2017
0,"43.14","0.33",0.044306111,0.012,4,"Brazil","Brasil",11,13,76,696,"12",1,209288,"DEN 1,2,3,4",40,90281,"Preliminar",2017
0,"99.84","1.91",0.014705882,0,4,"Paraguay","Paraguay",0,13,600,130,"13",1,6811,"DEN 1",1,6800,"Preliminar",2017
0,"0.00","0.00",NA,NA,4,"Uruguay","Uruguay",0,13,858,0,"13",1,3457,"  ",0,0,"Preliminar",2017
0,"2.18","0.03",4.255319149,0,5,"Dominican Republic","República Dominicana",0,13,214,3,"13",1,10767,"DEN",10,235,"Preliminar",2017
0,"0.14","0.14",0,0,5,"Puerto Rico","Puerto Rico",0,13,630,5,"13",1,3663,"DEN 2",0,5,"Preliminar",2017
0,"0.98","0.98",0,0,6,"Virgin Islands (US)","Islas Vírgenes (EUA)",0,13,850,1,"13",1,102,"DEN",0,1,"Preliminar",2017
0,"88.24","11.76",0,NA,6,"Anguilla","Anguila",NA,13,660,2,"12",1,17,"DEN",0,15,"Preliminar",2017
