"X0","Incidence.Rate..c.","Lab.Confirm.Incidence.rate","X.SD.D..x100..e.","CFR..f.","ID","Country.or.Subregion","Country_sp","Deaths","EW","Iso3166","Confirmed","Epidemiological.Week..a.","Number.of.Records","Population.x.1000","Serotype","Severe.Dengue..d.","Total.of.Dengue.Cases..b.","Type","Year"
0,0.22,0.01,0,0,4,"Argentina","Argentina",0,3,32,3,"3",1,42155,"DEN 1,4",0,94,"Preliminar",2015
0,0.77,0,0,0,6,"Bahamas","Bahamas",0,3,44,0,"2",1,388,"DEN",0,3,"Preliminar",2015
0,18.54,2.58,0.034432525,0.016,4,"Brazil","Brasil",6,3,76,5248,"3",1,203657,"DEN 1,2,3,4",13,37755,"Preliminar",2015
0,NA,NA,NA,NA,1,"Canada","Canadá",0,3,124,0,"3",1,0,"  ",0,0,"Preliminar",2015
0,13.83,0,1.270072993,0,3,"Colombia","Colombia",0,3,170,0,"3",1,49529,"DEN 1,2,3,4",87,6850,"Preliminar",2015
0,7.76,0,0,0,2,"Costa Rica","Costa Rica",0,3,188,0,"3",1,5002,"DEN 1,2,3",0,388,"Final",2015
0,15.72,0.4,0,0,2,"El Salvador","El Salvador",0,3,222,26,"3",1,6426,"DEN 1,2,3",0,1010,"Preliminar",2015
0,7.45,0.21,0,0,6,"Guadeloupe","Guadalupe",0,3,312,1,"3",1,470,"DEN",0,35,"Preliminar",2015
0,1.82,0,0,0,2,"Guatemala","Guatemala",0,3,320,0,"2",1,16255,"DEN 1,2,3,4",0,296,"Preliminar",2015
0,34.18,0,4.133379646,0,2,"Honduras","Honduras",0,3,340,0,"3",1,8424,"DEN",119,2879,"Preliminar",2015
0,10.34,0.74,0,0,6,"Martinique","Martinica",0,3,474,3,"3",1,406,"DEN",0,42,"Preliminar",2015
0,2.05,0.28,4.012465914,0,2,"Mexico","México",0,3,484,356,"3",1,125236,"DEN 1,2,3,4",103,2567,"Preliminar",2015
0,22.02,0.46,0,0,2,"Nicaragua","Nicaragua",0,3,558,29,"2",1,6257,"DEN 2,3",0,1378,"Preliminar",2015
0,11.92,0.14,0,0,4,"Paraguay","Paraguay",0,3,600,10,"3",1,7033,"DEN 1,2,4",0,838,"Preliminar",2015
0,3.12,0.32,0,0,3,"Peru","Perú",0,3,604,100,"3",1,31161,"DEN 2,3",0,971,"Preliminar",2015
0,4.18,0,0,0,5,"Puerto Rico","Puerto Rico",0,3,630,0,"3",1,3680,"DEN 1,2,3,4",0,154,"Preliminar",2015
0,88.89,88.89,0,0,6,"Saint Barthelemy","San Bartolomé",0,3,652,8,"3",1,9,"DEN",0,8,"Preliminar",2015
0,90.24,90.24,0,0,6,"Saint Martin","Isla de San Martín (Francia)",0,3,663,37,"3",1,41,"DEN",0,37,"Preliminar",2015
0,0,0,NA,NA,1,"United States of America","Estados Unidos de América",0,3,840,0,"3",1,325128,"  ",0,0,"Preliminar",2015
0,0,0,NA,NA,6,"Virgin Islands (US)","Islas Vírgenes (EUA)",0,3,850,0,"3",1,104,"  ",0,0,"final",2015
0,0,0,NA,NA,4,"Uruguay","Uruguay",0,3,858,0,"3",1,3430,"  ",0,0,"Preliminar",2015
0,2.91,NA,0.934579439,NA,3,"Bolivia","Bolivia",NA,3,68,NA,"3",1,11025,"DEN",3,321,"Final",2015
0,NA,NA,NA,NA,6,"Antigua and Barbuda","Antigua y Barbuda",NA,3,28,NA,"-",1,92,"  ",NA,NA,"Preliminar",2015
0,NA,NA,NA,NA,3,"Ecuador","Ecuador",NA,3,218,NA,"-",1,16226,"  ",NA,NA,"Preliminar",2015
0,NA,NA,NA,NA,3,"Venezuela","Venezuela",NA,3,862,NA,"-",1,31293,"  ",NA,NA,"Preliminar",2015
0,NA,NA,NA,NA,6,"Bermuda","Bermuda",NA,3,60,NA,"-",1,70,"  ",NA,NA,"Preliminar",2015
0,NA,NA,NA,NA,6,"Montserrat","Montserrat",NA,3,500,NA,"-",1,5,"  ",NA,NA,"Preliminar",2015
0,NA,NA,NA,NA,5,"Cuba","Cuba",NA,3,192,NA,"-",1,11249,"  ",NA,NA,"Preliminar",2015
0,NA,NA,NA,NA,6,"Saint Kitts and Nevis","Saint Kitts y Nevis",NA,3,659,NA,"-",1,52,"  ",NA,NA,"Preliminar",2015
0,NA,NA,NA,NA,2,"Belize","Belice",NA,3,84,NA,"-",1,348,"  ",NA,NA,"Preliminar",2015
0,NA,NA,NA,NA,6,"Aruba","Aruba",NA,3,533,NA,"-",1,112,"  ",NA,NA,"Preliminar",2015
0,NA,NA,NA,NA,6,"Virgin Islands (UK)","Islas Vírgenes (RU)",NA,3,92,NA,"-",1,33,"  ",NA,NA,"Preliminar",2015
0,NA,NA,NA,NA,6,"Turks and Caicos Islands","Islas Turcas y Caicos",NA,3,796,NA,"-",1,50,"  ",NA,NA,"Preliminar",2015
0,NA,NA,NA,NA,6,"Guyana","Guyana",NA,3,328,NA,"-",1,808,"  ",NA,NA,"Preliminar",2015
0,NA,NA,NA,NA,6,"Barbados","Barbados",NA,3,52,NA,"-",1,291,"  ",NA,NA,"Preliminar",2015
0,NA,NA,NA,NA,6,"Suriname","Suriname",NA,3,740,NA,"-",1,548,"  ",NA,NA,"Preliminar",2015
0,NA,NA,NA,NA,6,"Dominica","Dominica",NA,3,212,NA,"-",1,74,"  ",NA,NA,"Preliminar",2015
0,NA,NA,NA,NA,6,"Saint Vincent and the Grenadines","San Vicente y las Granadinas",NA,3,670,NA,"-",1,103,"  ",NA,NA,"Preliminar",2015
0,NA,NA,NA,NA,6,"Haiti","Haití",NA,3,332,NA,"-",1,10604,"  ",NA,NA,"Preliminar",2015
0,NA,NA,NA,NA,2,"Panama","Panamá",NA,3,591,NA,"-",1,3988,"  ",NA,NA,"Preliminar",2015
0,NA,NA,NA,NA,4,"Chile","Chile",NA,3,152,NA,"-",1,17924,"  ",NA,NA,"Preliminar",2015
0,NA,NA,NA,NA,6,"Saint Lucia","Santa Lucía",NA,3,662,NA,"-",1,164,"  ",NA,NA,"Preliminar",2015
0,NA,NA,NA,NA,6,"Grenada","Granada",NA,3,308,NA,"-",1,111,"  ",NA,NA,"Preliminar",2015
0,NA,NA,NA,NA,6,"French Guiana","Guayana Francesa",NA,3,254,NA,"-",1,262,"  ",NA,NA,"Preliminar",2015
