0,Incidence Rate (c),Lab Confirm Incidence rate,(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Country_sp,Deaths,EW,Iso3166,Confirmed,Epidemiological Week (a),Number of Records,Population x 1000,Serotype,Severe Dengue (d),Total of Dengue Cases (b),Type,Year
0,8.74,8.74,0,0.000,6,Virgin Islands (US),Islas Vírgenes (EUA),0,19,850,9,19,1,103,DEN,0,9,final,2016
0,0.01,0.00,0,0.000,4,Argentina,Argentina,0,19,32,1,3,1,44271,DEN 1,0,4,Preliminar,2018
0,,,,,1,Canada,Canadá,0,19,124,0,19,1,0,  ,0,0,Preliminar,2017
0,0.01,0.01,0,0.000,1,United States of America,Estados Unidos de América,0,19,840,32,19,1,324460,DEN,0,32,Preliminar,2017
0,423.73,4.80,0.125865324,0.000,2,Belize,Belice,0,19,84,18,19,1,375,DEN,2,1589,Preliminar,2017
0,31.27,,0,0.000,2,Costa Rica,Costa Rica,0,19,188,,19,1,4906,"DEN 1,2",0,1534,final,2017
0,20.62,0.53,0,0.000,2,El Salvador,El Salvador,0,19,222,34,19,1,6378,DEN 2,0,1315,Preliminar,2017
0,5.02,,0,0.000,2,Guatemala,Guatemala,0,19,320,,19,1,16914,"DEN 1,2,3,4",0,849,Preliminar,2017
0,20.50,0.00,1.737756714,0.000,2,Honduras,Honduras,0,19,340,0,19,1,9265,"DEN 1,2,3",33,1899,Preliminar,2017
0,8.12,0.88,0.476871722,0.029,2,Mexico,México,3,19,484,1138,19,1,129163,"DEN 1,2,3",50,10485,Preliminar,2017
0,355.84,17.43,,0.005,2,Nicaragua,Nicaragua,1,19,558,1084,19,1,6218,DEN 2,,22126,Preliminar,2017
0,58.94,23.91,0.289735099,0.000,2,Panama,Panamá,0,19,591,980,19,1,4099,"DEN 1,2",7,2416,Preliminar,2017
0,71.79,7.33,0.504159314,0.025,3,Bolivia,Bolivia,2,19,68,810,19,1,11052,DEN,40,7934,Preliminar,2017
0,24.42,7.13,1.043144455,0.000,3,Colombia,Colombia,0,19,170,3498,19,1,49066,"DEN 1,2,3,4",125,11983,Preliminar,2017
0,42.56,42.56,0.113074205,0.071,3,Ecuador,Ecuador,5,19,218,7075,19,1,16625,DEN,8,7075,Preliminar,2017
0,105.29,32.26,0.301187031,0.089,3,Peru,Perú,30,19,604,10376,19,1,32165,"DEN 2,3",102,33866,Preliminar,2017
0,9.53,,3.905480801,0.000,3,Venezuela,Venezuela,0,19,862,,19,1,31977,DEN,119,3047,Preliminar,2017
0,1.08,0.52,0,0.000,4,Argentina,Argentina,0,19,32,228,19,1,44271,"DEN 1,3",0,479,Preliminar,2017
0,68.96,0.55,0.056815820,0.016,4,Brazil,Brasil,23,19,76,1146,19,1,209288,"DEN 1,2,3,4",82,144326,Preliminar,2017
0,0.03,0.03,0,0.000,4,Chile,Chile,0,19,152,5,19,1,18055,"DEN 1,3",0,5,Preliminar,2017
0,153.68,3.46,0.009553836,0.000,4,Paraguay,Paraguay,0,19,600,236,19,1,6811,DEN 1,1,10467,Preliminar,2017
0,0.87,0.87,0,0.000,3,Ecuador,Ecuador,0,19,218,144,2,1,16625,DEN,0,144,Preliminar,2018
0,,,,,1,Canada,Canadá,0,19,124,0,3,1,0,  ,0,0,Preliminar,2018
0,1.67,,3.288672351,0.000,3,Colombia,Colombia,0,19,170,,3,1,49066,DEN,27,821,Preliminar,2018
0,0.32,,11.764705882,0.000,5,Dominican Republic,República Dominicana,0,19,214,,3,1,10767,DEN,4,34,Preliminar,2018
0,1.32,1.32,,0.000,4,Paraguay,Paraguay,0,19,600,90,1,1,6811,DEN 1,,90,Preliminar,2018
0,1.66,,1.313320826,0.000,3,Peru,Perú,0,19,604,,2,1,32165,DEN,7,533,Preliminar,2018
0,0.00,0.00,,,5,Puerto Rico,Puerto Rico,0,19,630,0,3,1,3663,  ,0,0,Preliminar,2018
0,0.00,0.00,0,0.000,1,United States of America,Estados Unidos de América,0,19,840,2,3,1,324460,DEN,0,2,Preliminar,2018
0,0.00,0.00,,,4,Uruguay,Uruguay,0,19,858,0,3,1,3457,  ,0,0,Preliminar,2018
0,0.00,0.00,,,4,Uruguay,Uruguay,0,19,858,0,19,1,3457,  ,0,0,Preliminar,2017
0,3.26,0.15,4.843304843,0.000,5,Dominican Republic,República Dominicana,0,19,214,16,19,1,10767,DEN,17,351,Preliminar,2017
0,0.25,0.25,0,0.000,5,Puerto Rico,Puerto Rico,0,19,630,9,19,1,3663,DEN 2,0,9,Preliminar,2017
0,0.98,0.98,0,0.000,6,Virgin Islands (US),Islas Vírgenes (EUA),0,19,850,1,19,1,102,DEN,0,1,Preliminar,2017
0,88.24,11.76,0,,6,Anguilla,Anguila,,19,660,2,12,1,17,DEN,0,15,Preliminar,2017
0,1.05,0.00,0,0.000,6,Antigua and Barbuda,Antigua y Barbuda,0,19,28,0,19,1,95,DEN,0,1,Preliminar,2017
0,138.26,13.91,0,,6,Aruba,Aruba,,19,533,16,16,1,115,DEN,0,159,Preliminar,2017
0,0.00,0.00,,,6,Bahamas,Bahamas,0,19,44,0,12,1,395,  ,0,0,Preliminar,2017
0,32.88,7.19,0,0.000,6,Barbados,Barbados,0,19,52,21,12,1,292,DEN,0,96,Preliminar,2017
0,0.00,0.00,,,6,Bermuda,Bermuda,0,19,60,0,19,1,71,  ,0,0,Preliminar,2017
0,45.71,45.71,0,0.000,6,Virgin Islands (UK),Islas Vírgenes (RU),0,19,92,16,12,1,35,DEN,0,16,Preliminar,2017
0,12.07,0.00,0,0.000,6,Cayman Islands,Islas Caimán,0,19,136,0,16,1,58,DEN,0,7,Preliminar,2017
0,13.51,0.00,0,0.000,6,Dominica,Dominica,0,19,212,0,8,1,74,DEN,0,10,Preliminar,2017
0,58.30,0.00,0,0.000,6,French Guiana,Guayana Francesa,0,19,254,0,17,1,283,DEN,0,165,Preliminar,2017
0,33.04,33.04,0,0.000,6,Grenada,Granada,0,19,308,37,16,1,112,DEN,0,37,Preliminar,2017
0,10.00,0.00,0,0.000,6,Guadeloupe,Guadalupe,0,19,312,0,14,1,450,DEN,0,45,Preliminar,2017
