id,x,y
6,489,443
6,488,444
6,488,447
6,486,449
6,486,454
6,484,457
6,484,461
6,482,463
6,482,467
6,480,470
6,480,473
6,478,476
6,478,480
6,476,482
6,476,485
6,474,488
6,474,491
6,472,493
6,472,496
6,470,499
6,470,502
6,468,505
6,468,507
6,466,509
6,466,512
6,464,515
6,464,518
6,462,520
6,462,523
6,460,526
6,460,528
6,458,530
6,458,533
6,456,535
6,456,538
6,452,546
6,452,549
6,450,551
6,450,553
6,448,556
6,448,559
6,446,561
6,446,563
6,444,566
6,444,568
6,442,570
6,442,573
6,440,575
6,440,578
6,438,580
6,438,583
6,436,585
6,436,588
6,432,595
6,432,598
6,430,600
6,430,602
6,428,605
6,428,608
6,426,610
6,426,612
6,424,615
6,424,617
6,422,620
6,422,622
6,420,625
6,420,627
6,418,629
6,418,632
6,416,634
6,416,637
6,414,639
6,414,642
6,412,644
6,412,646
6,408,654
6,408,657
6,406,659
6,406,661
6,404,663
6,404,666
6,402,668
6,402,671
6,400,674
6,400,676
6,400,674
6,404,666
6,404,663
6,406,661
6,406,659
6,408,657
6,408,654
6,410,651
6,410,649
6,412,647
6,412,644
6,414,642
6,414,639
6,416,637
6,416,634
6,418,632
6,418,629
6,420,627
6,420,625
6,422,623
6,422,620
6,424,617
6,424,615
6,426,612
6,426,610
6,428,608
6,428,605
6,430,603
6,430,600
6,432,598
6,432,595
6,434,593
6,434,591
6,438,583
6,438,580
6,440,578
6,440,575
6,442,573
6,442,571
6,444,568
6,444,566
6,446,564
6,446,561
6,448,559
6,448,556
6,450,554
6,450,551
6,452,549
6,452,546
6,454,543
6,454,541
6,456,539
6,456,536
6,458,533
6,458,531
6,460,528
6,460,526
6,464,518
6,464,515
6,466,513
6,466,510
6,470,502
6,470,499
6,472,497
6,472,494
6,474,491
6,474,488
6,476,485
6,476,482
6,478,480
6,478,476
6,480,474
6,480,470
6,482,467
6,482,464
6,484,461
6,484,457
6,486,454
6,486,450
6,488,447
6,488,444
