id,x,y
8,498,445
8,498,447
8,499,448
8,499,456
8,500,457
8,500,469
8,501,470
8,501,477
8,502,478
8,502,485
8,503,486
8,503,494
8,504,495
8,504,501
8,505,502
8,505,513
8,506,514
8,506,522
8,507,523
8,507,529
8,508,530
8,508,538
8,509,539
8,509,546
8,510,547
8,510,558
8,511,559
8,511,566
8,512,567
8,513,584
8,514,585
8,514,591
8,515,592
8,515,604
8,516,605
8,516,613
8,517,614
8,517,621
8,518,622
8,518,631
8,519,632
8,519,639
8,520,640
8,520,653
8,521,654
8,521,662
8,522,663
8,522,670
8,523,671
8,523,676
8,523,671
8,522,670
8,522,663
8,521,662
8,521,654
8,520,653
8,520,640
8,519,639
8,519,632
8,518,631
8,518,622
8,517,621
8,517,614
8,516,613
8,516,605
8,515,604
8,515,592
8,514,591
8,514,585
8,513,584
8,512,567
8,511,566
8,511,559
8,510,558
8,510,547
8,509,546
8,509,539
8,508,538
8,508,530
8,507,529
8,507,523
8,506,522
8,506,514
8,505,513
8,505,502
8,504,501
8,504,495
8,503,494
8,503,486
8,502,485
8,502,478
8,501,477
8,501,470
8,500,469
8,500,457
8,499,456
8,499,448
8,498,447
