2017-08-01,0
2017-08-02,0
2017-08-03,0
2017-08-04,0
2017-08-05,0
2017-08-06,0
2017-08-07,0
2017-08-08,0
2017-08-09,0
2017-08-10,0
2017-08-11,0
2017-08-12,0
2017-08-13,0
2017-08-14,0
2017-08-15,0
2017-08-16,0
2017-08-17,0
2017-08-18,0
2017-08-19,0
2017-08-20,0
2017-08-21,0
2017-08-22,0
2017-08-23,1
2017-08-24,0
2017-08-25,0
2017-08-26,0
2017-08-27,0
2017-08-28,1
2017-08-29,1
2017-08-30,0
2017-08-31,0
2017-09-01,1
2017-09-02,1
2017-09-03,1
2017-09-04,0
2017-09-05,2
2017-09-06,0
2017-09-07,2
2017-09-08,2
2017-09-09,1
2017-09-10,1
2017-09-11,3
2017-09-12,11
2017-09-13,5
2017-09-14,5
2017-09-15,4
2017-09-16,0
2017-09-17,7
2017-09-18,1
2017-09-19,1
2017-09-20,1
2017-09-21,2
2017-09-22,0
2017-09-23,3
2017-09-24,6
2017-09-25,2
2017-09-26,5
2017-09-27,9
2017-09-28,8
2017-09-29,20
2017-09-30,25
2017-10-01,36
2017-10-02,51
2017-10-03,58
2017-10-04,52
2017-10-05,47
2017-10-06,57
2017-10-07,60
2017-10-08,56
2017-10-09,54
2017-10-10,61
2017-10-11,57
2017-10-12,45
2017-10-13,57
2017-10-14,39
2017-10-15,50
2017-10-16,35
2017-10-17,56
2017-10-18,38
2017-10-19,28
2017-10-20,26
2017-10-21,37
2017-10-22,26
2017-10-23,40
2017-10-24,37
2017-10-25,26
2017-10-26,26
2017-10-27,28
2017-10-28,15
2017-10-29,12
2017-10-30,25
2017-10-31,7
2017-11-01,27
2017-11-02,14
2017-11-03,17
2017-11-04,17
2017-11-05,23
2017-11-06,11
2017-11-07,8
2017-11-08,3
2017-11-09,1
2017-11-10,0
2017-11-11,0
2017-11-12,0
