2017-08-01,0
2017-08-02,0
2017-08-03,0
2017-08-04,0
2017-08-05,0
2017-08-06,0
2017-08-07,0
2017-08-08,0
2017-08-09,0
2017-08-10,0
2017-08-11,0
2017-08-12,0
2017-08-13,0
2017-08-14,0
2017-08-15,0
2017-08-16,0
2017-08-17,0
2017-08-18,0
2017-08-19,0
2017-08-20,0
2017-08-21,0
2017-08-22,0
2017-08-23,0
2017-08-24,0
2017-08-25,0
2017-08-26,0
2017-08-27,0
2017-08-28,0
2017-08-29,0
2017-08-30,0
2017-08-31,0
2017-09-01,0
2017-09-02,0
2017-09-03,0
2017-09-04,0
2017-09-05,0
2017-09-06,0
2017-09-07,0
2017-09-08,1
2017-09-09,0
2017-09-10,0
2017-09-11,1
2017-09-12,0
2017-09-13,0
2017-09-14,0
2017-09-15,0
2017-09-16,1
2017-09-17,0
2017-09-18,1
2017-09-19,0
2017-09-20,0
2017-09-21,1
2017-09-22,0
2017-09-23,0
2017-09-24,0
2017-09-25,0
2017-09-26,0
2017-09-27,1
2017-09-28,0
2017-09-29,0
2017-09-30,1
2017-10-01,2
2017-10-02,3
2017-10-03,0
2017-10-04,0
2017-10-05,1
2017-10-06,3
2017-10-07,1
2017-10-08,2
2017-10-09,2
2017-10-10,3
2017-10-11,2
2017-10-12,0
2017-10-13,2
2017-10-14,0
2017-10-15,2
2017-10-16,2
2017-10-17,3
2017-10-18,0
2017-10-19,1
2017-10-20,0
2017-10-21,0
2017-10-22,1
2017-10-23,1
2017-10-24,0
2017-10-25,2
2017-10-26,0
2017-10-27,1
2017-10-28,1
2017-10-29,3
2017-10-30,2
2017-10-31,0
2017-11-01,2
2017-11-02,2
2017-11-03,0
2017-11-04,1
2017-11-05,0
2017-11-06,2
2017-11-07,0
2017-11-08,0
2017-11-09,0
2017-11-10,0
2017-11-11,0
2017-11-12,0
