2017-08-01,1
2017-08-02,0
2017-08-03,0
2017-08-04,0
2017-08-05,0
2017-08-06,0
2017-08-07,0
2017-08-08,0
2017-08-09,0
2017-08-10,0
2017-08-11,0
2017-08-12,0
2017-08-13,1
2017-08-14,0
2017-08-15,0
2017-08-16,0
2017-08-17,0
2017-08-18,0
2017-08-19,0
2017-08-20,2
2017-08-21,0
2017-08-22,0
2017-08-23,0
2017-08-24,0
2017-08-25,0
2017-08-26,2
2017-08-27,1
2017-08-28,3
2017-08-29,0
2017-08-30,1
2017-08-31,0
2017-09-01,0
2017-09-02,1
2017-09-03,1
2017-09-04,2
2017-09-05,0
2017-09-06,1
2017-09-07,2
2017-09-08,3
2017-09-09,2
2017-09-10,3
2017-09-11,3
2017-09-12,2
2017-09-13,2
2017-09-14,1
2017-09-15,5
2017-09-16,1
2017-09-17,1
2017-09-18,3
2017-09-19,6
2017-09-20,5
2017-09-21,3
2017-09-22,0
2017-09-23,2
2017-09-24,0
2017-09-25,3
2017-09-26,1
2017-09-27,1
2017-09-28,3
2017-09-29,9
2017-09-30,8
2017-10-01,7
2017-10-02,10
2017-10-03,9
2017-10-04,9
2017-10-05,11
2017-10-06,9
2017-10-07,13
2017-10-08,12
2017-10-09,14
2017-10-10,16
2017-10-11,9
2017-10-12,9
2017-10-13,15
2017-10-14,8
2017-10-15,6
2017-10-16,5
2017-10-17,4
2017-10-18,6
2017-10-19,2
2017-10-20,7
2017-10-21,3
2017-10-22,1
2017-10-23,3
2017-10-24,6
2017-10-25,1
2017-10-26,6
2017-10-27,3
2017-10-28,3
2017-10-29,2
2017-10-30,5
2017-10-31,3
2017-11-01,1
2017-11-02,1
2017-11-03,0
2017-11-04,0
2017-11-05,1
2017-11-06,0
2017-11-07,3
2017-11-08,0
2017-11-09,2
2017-11-10,1
2017-11-11,0
2017-11-12,0
