"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","5","3","563","0.5%",""
"X.ILI.ETR","East Tennessee Region","7","7","13","3351","0.4%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","48","1019","4.7%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","4","10","826","1.2%",""
"X.ILI.MCR","Mid-Cumberland Region","7","10","2","779","0.3%","lower"
"X.ILI.MSR","Shelby County (Memphis)","3","5","4","818","0.5%","lower"
"X.ILI.NDR","Nashville-Davidson County","3","6","64","719","8.9%","higher"
"X.ILI.NER","Northeast Region","2","3","1","412","0.2%","lower"
"X.ILI.SCR","South Central Region","2","3","0","166","0.0%",""
"X.ILI.SER","Southeast Region","2","4","0","158","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","3","301","1.0%",""
"X.ILI.UCR","Upper Cumberland Region","5","5","2","522","0.4%","lower"
"X.ILI.WTR","West Tennessee Region","5","6","2","264","0.8%",""
