"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","0","277","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","2","1515","0.1%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","42","583","7.2%","higher"
"X.ILI.KKR","Knoxville-Knox County","2","3","5","350","1.4%",""
"X.ILI.MCR","Mid-Cumberland Region","7","11","0","442","0.0%","lower"
"X.ILI.MSR","Shelby County (Memphis)","7","12","47","789","6.0%","higher"
"X.ILI.NDR","Nashville-Davidson County","4","6","1","301","0.3%","lower"
"X.ILI.NER","Northeast Region","1","4","0","59","0.0%",""
"X.ILI.SCR","South Central Region","2","3","0","141","0.0%",""
"X.ILI.SER","Southeast Region","2","4","0","73","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","312","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","249","0.0%","lower"
