"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","5","0","69","0.0%",""
"X.ILI.ETR","East Tennessee Region","5","7","0","1450","0.0%",""
"X.ILI.JMR","Jackson-Madison County","0","0","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","0","899","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","7","10","0","445","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","2","5","0","539","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","4","6","1","721","0.1%","higher"
"X.ILI.NER","Northeast Region","1","3","0","77","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","268","0.0%",""
"X.ILI.SER","Southeast Region","4","4","0","476","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","195","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","3","5","0","466","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","271","0.0%",""
