"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","0","71","0.0%",""
"X.ILI.ETR","East Tennessee Region","5","8","0","1766","0.0%",""
"X.ILI.JMR","Jackson-Madison County","1","2","0","558","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","0","1280","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","9","10","1","721","0.1%",""
"X.ILI.MSR","Shelby County (Memphis)","0","5","0","0","0.0%","n/a"
"X.ILI.NDR","Nashville-Davidson County","3","5","2","459","0.4%","higher"
"X.ILI.NER","Northeast Region","3","3","0","239","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","229","0.0%",""
"X.ILI.SER","Southeast Region","4","5","0","161","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","0","530","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","477","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","310","0.0%",""
