"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","5","0","285","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","20","1239","1.6%",""
"X.ILI.JMR","Jackson-Madison County","1","1","16","967","1.7%",""
"X.ILI.KKR","Knoxville-Knox County","0","4","0","0","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","3","12","0","122","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","2","9","4","115","3.5%",""
"X.ILI.NDR","Nashville-Davidson County","2","6","40","416","9.6%","higher"
"X.ILI.NER","Northeast Region","2","3","1","168","0.6%",""
"X.ILI.SCR","South Central Region","1","3","1","88","1.1%",""
"X.ILI.SER","Southeast Region","1","5","0","16","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","2","5","0","225","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","4","6","0","238","0.0%","lower"
