"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","5","1","267","0.4%",""
"X.ILI.ETR","East Tennessee Region","7","7","0","2664","0.0%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","40","923","4.3%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","4","3","498","0.6%",""
"X.ILI.MCR","Mid-Cumberland Region","7","10","1","636","0.2%",""
"X.ILI.MSR","Shelby County (Memphis)","2","5","1","149","0.7%",""
"X.ILI.NDR","Nashville-Davidson County","4","6","9","717","1.3%",""
"X.ILI.NER","Northeast Region","2","3","0","160","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","191","0.0%",""
"X.ILI.SER","Southeast Region","4","4","0","516","0.0%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","2","139","1.4%",""
"X.ILI.UCR","Upper Cumberland Region","5","5","0","425","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","259","0.0%",""
