"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","440","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","7","8","1866","0.4%","higher"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","3","3","5","1395","0.4%",""
"X.ILI.MCR","Mid-Cumberland Region","4","15","0","610","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","8","11","0","1246","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","10","3","1127","0.3%",""
"X.ILI.NER","Northeast Region","5","5","0","359","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","181","0.0%",""
"X.ILI.SER","Southeast Region","2","5","0","341","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","297","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","1","534","0.2%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","260","0.0%",""
