"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","1","638","0.2%","lower"
"X.ILI.ETR","East Tennessee Region","6","7","42","2641","1.6%","higher"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","4","21","1763","1.2%",""
"X.ILI.MCR","Mid-Cumberland Region","7","10","8","945","0.9%",""
"X.ILI.MSR","Shelby County (Memphis)","1","3","1","250","0.4%",""
"X.ILI.NDR","Nashville-Davidson County","2","5","1","142","0.7%",""
"X.ILI.NER","Northeast Region","3","3","2","215","0.9%",""
"X.ILI.SCR","South Central Region","3","3","1","150","0.7%",""
"X.ILI.SER","Southeast Region","5","5","2","893","0.2%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","134","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","1","456","0.2%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","297","0.0%",""
