"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","3","844","0.4%","lower"
"X.ILI.ETR","East Tennessee Region","7","7","167","3301","5.1%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","9","526","1.7%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","9","1305","0.7%","lower"
"X.ILI.MCR","Mid-Cumberland Region","9","10","36","1219","3.0%",""
"X.ILI.MSR","Shelby County (Memphis)","3","10","6","383","1.6%",""
"X.ILI.NDR","Nashville-Davidson County","4","6","51","1080","4.7%","higher"
"X.ILI.NER","Northeast Region","2","3","0","197","0.0%","lower"
"X.ILI.SCR","South Central Region","3","3","0","238","0.0%","lower"
"X.ILI.SER","Southeast Region","4","5","8","439","1.8%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","3","528","0.6%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","5","706","0.7%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","3","341","0.9%","lower"
