"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","401","0.0%",""
"X.ILI.ETR","East Tennessee Region","7","8","2","1896","0.1%",""
"X.ILI.JMR","Jackson-Madison County","1","2","0","420","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","0","1033","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","8","10","0","603","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","0","5","0","0","0.0%","n/a"
"X.ILI.NDR","Nashville-Davidson County","3","5","0","158","0.0%",""
"X.ILI.NER","Northeast Region","3","3","3","253","1.2%","higher"
"X.ILI.SCR","South Central Region","3","3","0","231","0.0%",""
"X.ILI.SER","Southeast Region","4","5","0","178","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","166","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","362","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","1","335","0.3%",""
