"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","0","484","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","7","34","2396","1.4%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","2","544","0.4%",""
"X.ILI.KKR","Knoxville-Knox County","1","4","10","834","1.2%","higher"
"X.ILI.MCR","Mid-Cumberland Region","10","10","0","1074","0.0%","lower"
"X.ILI.MSR","Shelby County (Memphis)","1","10","0","65","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","4","6","2","539","0.4%",""
"X.ILI.NER","Northeast Region","2","3","0","79","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","224","0.0%",""
"X.ILI.SER","Southeast Region","4","5","0","460","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","335","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","614","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","1","382","0.3%",""
