"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","697","0.0%",""
"X.ILI.ETR","East Tennessee Region","4","7","5","1438","0.4%",""
"X.ILI.JMR","Jackson-Madison County","0","2","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","3","4","7","1588","0.4%",""
"X.ILI.MCR","Mid-Cumberland Region","7","11","3","888","0.3%",""
"X.ILI.MSR","Shelby County (Memphis)","2","12","1","203","0.5%",""
"X.ILI.NDR","Nashville-Davidson County","3","5","4","655","0.6%",""
"X.ILI.NER","Northeast Region","2","3","1","169","0.6%",""
"X.ILI.SCR","South Central Region","3","3","0","264","0.0%",""
"X.ILI.SER","Southeast Region","3","5","0","274","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","317","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","549","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","305","0.0%",""
