"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","5","0","476","0.0%",""
"X.ILI.ETR","East Tennessee Region","7","7","2","2205","0.1%",""
"X.ILI.JMR","Jackson-Madison County","0","0","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","3","1409","0.2%",""
"X.ILI.MCR","Mid-Cumberland Region","7","9","0","1012","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","1","5","1","40","2.5%","higher"
"X.ILI.NDR","Nashville-Davidson County","3","6","5","766","0.7%","higher"
"X.ILI.NER","Northeast Region","1","3","0","181","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","238","0.0%",""
"X.ILI.SER","Southeast Region","4","4","0","759","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","185","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","2","5","0","289","0.0%",""
"X.ILI.WTR","West Tennessee Region","4","6","0","212","0.0%",""
