"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","5","0","299","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","7","0","2724","0.0%",""
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","0","553","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","5","10","0","416","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","1","5","0","59","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","1","1228","0.1%",""
"X.ILI.NER","Northeast Region","0","3","0","0","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","248","0.0%",""
"X.ILI.SER","Southeast Region","4","4","0","390","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","134","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","0","354","0.0%",""
"X.ILI.WTR","West Tennessee Region","1","6","0","42","0.0%",""
