"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","535","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","7","8","2030","0.4%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","1","517","0.2%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","1","1207","0.1%",""
"X.ILI.MCR","Mid-Cumberland Region","9","10","1","782","0.1%",""
"X.ILI.MSR","Shelby County (Memphis)","1","10","0","149","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","0","161","0.0%",""
"X.ILI.NER","Northeast Region","2","3","0","202","0.0%",""
"X.ILI.SCR","South Central Region","3","3","1","225","0.4%",""
"X.ILI.SER","Southeast Region","5","5","2","538","0.4%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","474","0.0%",""
"X.ILI.WTR","West Tennessee Region","4","6","0","237","0.0%",""
