"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","606","0.0%",""
"X.ILI.ETR","East Tennessee Region","7","8","6","2598","0.2%",""
"X.ILI.JMR","Jackson-Madison County","0","0","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","3","1406","0.2%",""
"X.ILI.MCR","Mid-Cumberland Region","8","9","2","970","0.2%",""
"X.ILI.MSR","Shelby County (Memphis)","1","5","0","67","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","5","6","23","1763","1.3%","higher"
"X.ILI.NER","Northeast Region","2","2","1","304","0.3%",""
"X.ILI.SCR","South Central Region","3","3","0","295","0.0%",""
"X.ILI.SER","Southeast Region","4","4","4","647","0.6%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","137","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","1","634","0.2%",""
"X.ILI.WTR","West Tennessee Region","5","6","1","337","0.3%",""
