"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","488","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","7","36","2157","1.7%","higher"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","0","3","0","0","0.0%","n/a"
"X.ILI.MCR","Mid-Cumberland Region","8","15","0","734","0.0%","lower"
"X.ILI.MSR","Shelby County (Memphis)","7","11","0","934","0.0%","lower"
"X.ILI.NDR","Nashville-Davidson County","3","10","4","681","0.6%",""
"X.ILI.NER","Northeast Region","3","5","3","311","1.0%",""
"X.ILI.SCR","South Central Region","3","3","1","226","0.4%",""
"X.ILI.SER","Southeast Region","3","5","0","327","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","317","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","3","4","0","266","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","355","0.0%",""
