"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","5","0","429","0.0%",""
"X.ILI.ETR","East Tennessee Region","4","7","0","639","0.0%",""
"X.ILI.JMR","Jackson-Madison County","1","1","1","749","0.1%",""
"X.ILI.KKR","Knoxville-Knox County","2","4","0","441","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","6","11","1","521","0.2%",""
"X.ILI.MSR","Shelby County (Memphis)","2","6","1","137","0.7%","higher"
"X.ILI.NDR","Nashville-Davidson County","5","6","0","1155","0.0%",""
"X.ILI.NER","Northeast Region","2","3","0","207","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","339","0.0%",""
"X.ILI.SER","Southeast Region","3","4","0","147","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","40","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","0","693","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","548","0.0%",""
