"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","0","325","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","7","0","2157","0.0%",""
"X.ILI.JMR","Jackson-Madison County","1","1","0","527","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","1","1112","0.1%",""
"X.ILI.MCR","Mid-Cumberland Region","10","10","1","654","0.2%","higher"
"X.ILI.MSR","Shelby County (Memphis)","1","10","0","584","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","6","0","115","0.0%",""
"X.ILI.NER","Northeast Region","1","3","0","77","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","182","0.0%",""
"X.ILI.SER","Southeast Region","5","5","0","464","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","341","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","573","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","347","0.0%",""
