"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","388","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","3","7","0","1401","0.0%","lower"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","3","3","690","0.4%","lower"
"X.ILI.MCR","Mid-Cumberland Region","6","15","1","551","0.2%","lower"
"X.ILI.MSR","Shelby County (Memphis)","8","11","73","907","8.1%","higher"
"X.ILI.NDR","Nashville-Davidson County","3","10","1","534","0.2%","lower"
"X.ILI.NER","Northeast Region","2","5","0","250","0.0%",""
"X.ILI.SCR","South Central Region","2","3","1","168","0.6%",""
"X.ILI.SER","Southeast Region","4","5","1","195","0.5%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","283","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","552","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","310","0.0%","lower"
