"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","645","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","52","2114","2.5%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","26","599","4.3%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","3","3","1471","0.2%","lower"
"X.ILI.MCR","Mid-Cumberland Region","7","11","1","1159","0.1%","lower"
"X.ILI.MSR","Shelby County (Memphis)","1","12","2","34","5.9%","higher"
"X.ILI.NDR","Nashville-Davidson County","2","6","1","840","0.1%","lower"
"X.ILI.NER","Northeast Region","3","4","1","291","0.3%",""
"X.ILI.SCR","South Central Region","2","3","0","131","0.0%",""
"X.ILI.SER","Southeast Region","3","4","0","349","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","4","4","3","629","0.5%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","275","0.0%",""
