"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","537","0.0%",""
"X.ILI.ETR","East Tennessee Region","8","8","1","2318","0.0%",""
"X.ILI.JMR","Jackson-Madison County","0","2","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","4","0","955","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","6","10","4","413","1.0%","higher"
"X.ILI.MSR","Shelby County (Memphis)","0","5","0","0","0.0%","n/a"
"X.ILI.NDR","Nashville-Davidson County","4","5","0","540","0.0%",""
"X.ILI.NER","Northeast Region","3","3","0","248","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","200","0.0%",""
"X.ILI.SER","Southeast Region","5","5","0","553","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","391","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","481","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","282","0.0%",""
