"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","674","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","4","7","4","1480","0.3%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","57","609","9.4%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","3","5","1020","0.5%","lower"
"X.ILI.MCR","Mid-Cumberland Region","4","11","0","362","0.0%","lower"
"X.ILI.MSR","Shelby County (Memphis)","7","12","48","805","6.0%","higher"
"X.ILI.NDR","Nashville-Davidson County","2","6","0","273","0.0%","lower"
"X.ILI.NER","Northeast Region","2","4","0","159","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","198","0.0%",""
"X.ILI.SER","Southeast Region","4","4","0","183","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","373","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","600","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","322","0.0%","lower"
