"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","5","0","423","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","7","0","1390","0.0%",""
"X.ILI.JMR","Jackson-Madison County","0","0","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","0","956","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","6","9","0","454","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","2","5","0","181","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","4","6","1","887","0.1%",""
"X.ILI.NER","Northeast Region","2","3","0","291","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","234","0.0%",""
"X.ILI.SER","Southeast Region","4","4","0","470","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","1","193","0.5%","higher"
"X.ILI.UCR","Upper Cumberland Region","4","5","0","571","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","349","0.0%",""
