"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","493","0.0%",""
"X.ILI.ETR","East Tennessee Region","8","8","7","2518","0.3%",""
"X.ILI.JMR","Jackson-Madison County","0","2","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","4","4","0","1298","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","8","10","0","617","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","0","5","0","0","0.0%","n/a"
"X.ILI.NDR","Nashville-Davidson County","2","5","2","110","1.8%","higher"
"X.ILI.NER","Northeast Region","1","3","0","73","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","223","0.0%",""
"X.ILI.SER","Southeast Region","4","5","0","185","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","511","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","315","0.0%",""
