"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","509","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","7","1","2739","0.0%",""
"X.ILI.JMR","Jackson-Madison County","1","1","4","496","0.8%","higher"
"X.ILI.KKR","Knoxville-Knox County","4","4","0","1711","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","6","10","0","749","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","2","10","0","490","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","0","749","0.0%",""
"X.ILI.NER","Northeast Region","2","3","0","209","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","174","0.0%",""
"X.ILI.SER","Southeast Region","5","5","0","731","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","263","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","316","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","291","0.0%",""
