"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","15","810","1.9%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","153","2334","6.6%","higher"
"X.ILI.JMR","Jackson-Madison County","1","2","29","640","4.5%",""
"X.ILI.KKR","Knoxville-Knox County","2","4","45","1583","2.8%",""
"X.ILI.MCR","Mid-Cumberland Region","5","10","4","510","0.8%","lower"
"X.ILI.MSR","Shelby County (Memphis)","2","4","5","126","4.0%",""
"X.ILI.NDR","Nashville-Davidson County","2","5","33","628","5.3%","higher"
"X.ILI.NER","Northeast Region","3","3","4","285","1.4%",""
"X.ILI.SCR","South Central Region","3","3","1","200","0.5%","lower"
"X.ILI.SER","Southeast Region","4","5","6","357","1.7%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","366","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","3","4","3","440","0.7%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","290","0.0%","lower"
