"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","502","0.0%",""
"X.ILI.ETR","East Tennessee Region","4","7","0","1482","0.0%",""
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","3","4","386","1.0%","higher"
"X.ILI.MCR","Mid-Cumberland Region","8","15","1","621","0.2%",""
"X.ILI.MSR","Shelby County (Memphis)","1","11","0","99","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","1","10","0","32","0.0%",""
"X.ILI.NER","Northeast Region","3","5","1","231","0.4%",""
"X.ILI.SCR","South Central Region","3","3","0","183","0.0%",""
"X.ILI.SER","Southeast Region","2","5","0","34","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","320","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","596","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","253","0.0%",""
