"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","3","885","0.3%","lower"
"X.ILI.ETR","East Tennessee Region","8","8","90","2696","3.3%","higher"
"X.ILI.JMR","Jackson-Madison County","1","2","5","537","0.9%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","24","1975","1.2%",""
"X.ILI.MCR","Mid-Cumberland Region","8","10","8","837","1.0%",""
"X.ILI.MSR","Shelby County (Memphis)","1","5","1","68","1.5%",""
"X.ILI.NDR","Nashville-Davidson County","4","6","9","986","0.9%",""
"X.ILI.NER","Northeast Region","3","3","0","240","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","200","0.0%",""
"X.ILI.SER","Southeast Region","4","5","5","513","1.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","375","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","557","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","5","6","0","319","0.0%","lower"
