"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","3","542","0.6%",""
"X.ILI.ETR","East Tennessee Region","8","8","9","2810","0.3%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","4","494","0.8%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","6","1209","0.5%",""
"X.ILI.MCR","Mid-Cumberland Region","9","9","3","1242","0.2%",""
"X.ILI.MSR","Shelby County (Memphis)","1","5","1","62","1.6%",""
"X.ILI.NDR","Nashville-Davidson County","5","6","39","1494","2.6%","higher"
"X.ILI.NER","Northeast Region","2","2","0","338","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","294","0.0%",""
"X.ILI.SER","Southeast Region","3","4","0","388","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","0","616","0.0%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","5","0","576","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","289","0.0%",""
