"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","426","0.0%",""
"X.ILI.ETR","East Tennessee Region","8","8","27","1845","1.5%","higher"
"X.ILI.JMR","Jackson-Madison County","1","1","3","338","0.9%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","1","763","0.1%","lower"
"X.ILI.MCR","Mid-Cumberland Region","8","9","2","715","0.3%",""
"X.ILI.MSR","Shelby County (Memphis)","1","5","0","40","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","5","6","27","950","2.8%","higher"
"X.ILI.NER","Northeast Region","2","2","0","142","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","188","0.0%",""
"X.ILI.SER","Southeast Region","4","4","0","589","0.0%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","111","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","5","5","0","551","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","5","6","1","208","0.5%",""
