"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","18","425","4.2%",""
"X.ILI.ETR","East Tennessee Region","5","7","178","2250","7.9%","higher"
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","1","5","6","194","3.1%",""
"X.ILI.MCR","Mid-Cumberland Region","8","12","103","1647","6.3%","higher"
"X.ILI.MSR","Shelby County (Memphis)","2","2","14","638","2.2%","lower"
"X.ILI.NDR","Nashville-Davidson County","2","5","36","1042","3.5%",""
"X.ILI.NER","Northeast Region","2","3","4","448","0.9%","lower"
"X.ILI.SCR","South Central Region","3","3","4","282","1.4%","lower"
"X.ILI.SER","Southeast Region","4","5","27","908","3.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","7","374","1.9%","lower"
"X.ILI.UCR","Upper Cumberland Region","5","5","29","1660","1.7%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","11","571","1.9%","lower"
