"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","2","4","0","508","0.0%",""
"X.ILI.ETR","East Tennessee Region","5","7","1","1624","0.1%",""
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","3","4","1019","0.4%",""
"X.ILI.MCR","Mid-Cumberland Region","8","11","3","899","0.3%",""
"X.ILI.MSR","Shelby County (Memphis)","2","12","3","135","2.2%","higher"
"X.ILI.NDR","Nashville-Davidson County","2","6","1","780","0.1%",""
"X.ILI.NER","Northeast Region","2","4","0","105","0.0%",""
"X.ILI.SCR","South Central Region","3","3","1","230","0.4%",""
"X.ILI.SER","Southeast Region","3","4","0","428","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","4","4","1","528","0.2%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","246","0.0%",""
