"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","449","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","7","1","2082","0.1%",""
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%","n/a"
"X.ILI.KKR","Knoxville-Knox County","2","3","6","940","0.6%","higher"
"X.ILI.MCR","Mid-Cumberland Region","6","15","1","663","0.2%",""
"X.ILI.MSR","Shelby County (Memphis)","6","11","0","816","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","10","1","1071","0.1%",""
"X.ILI.NER","Northeast Region","4","5","1","365","0.3%",""
"X.ILI.SCR","South Central Region","3","3","0","182","0.0%",""
"X.ILI.SER","Southeast Region","2","5","0","331","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","519","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","334","0.0%",""
