"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","5","1","622","0.2%","lower"
"X.ILI.ETR","East Tennessee Region","6","7","15","2759","0.5%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","30","1185","2.5%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","4","30","959","3.1%","higher"
"X.ILI.MCR","Mid-Cumberland Region","7","11","21","978","2.1%",""
"X.ILI.MSR","Shelby County (Memphis)","5","9","4","970","0.4%","lower"
"X.ILI.NDR","Nashville-Davidson County","2","6","50","576","8.7%","higher"
"X.ILI.NER","Northeast Region","2","3","1","338","0.3%",""
"X.ILI.SCR","South Central Region","3","3","0","275","0.0%","lower"
"X.ILI.SER","Southeast Region","3","5","9","471","1.9%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","2","702","0.3%","lower"
"X.ILI.UCR","Upper Cumberland Region","4","5","1","516","0.2%","lower"
"X.ILI.WTR","West Tennessee Region","5","6","1","490","0.2%","lower"
