"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","614","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","5","7","61","2653","2.3%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","77","643","12.0%","higher"
"X.ILI.KKR","Knoxville-Knox County","2","3","11","1158","1.0%","lower"
"X.ILI.MCR","Mid-Cumberland Region","6","11","2","851","0.2%","lower"
"X.ILI.MSR","Shelby County (Memphis)","9","11","66","1140","5.8%","higher"
"X.ILI.NDR","Nashville-Davidson County","4","8","69","815","8.5%","higher"
"X.ILI.NER","Northeast Region","3","4","0","189","0.0%","lower"
"X.ILI.SCR","South Central Region","2","3","2","115","1.7%",""
"X.ILI.SER","Southeast Region","4","5","0","471","0.0%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","1","0","0","0.0%","n/a"
"X.ILI.UCR","Upper Cumberland Region","4","4","0","628","0.0%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","1","361","0.3%","lower"
