"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","585","0.0%",""
"X.ILI.ETR","East Tennessee Region","4","7","2","1617","0.1%",""
"X.ILI.JMR","Jackson-Madison County","0","1","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","2","5","1","274","0.4%",""
"X.ILI.MCR","Mid-Cumberland Region","9","10","4","972","0.4%",""
"X.ILI.MSR","Shelby County (Memphis)","1","3","0","62","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","1","5","0","39","0.0%",""
"X.ILI.NER","Northeast Region","0","3","0","0","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","262","0.0%",""
"X.ILI.SER","Southeast Region","2","5","0","469","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","2","5","0","200","0.0%",""
"X.ILI.WTR","West Tennessee Region","3","6","1","404","0.2%",""
