"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","5","0","709","0.0%",""
"X.ILI.ETR","East Tennessee Region","7","7","0","2388","0.0%",""
"X.ILI.JMR","Jackson-Madison County","0","0","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","2","4","0","190","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","9","9","0","898","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","1","5","0","55","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","5","6","5","1091","0.5%","higher"
"X.ILI.NER","Northeast Region","2","3","0","272","0.0%",""
"X.ILI.SCR","South Central Region","3","3","1","238","0.4%",""
"X.ILI.SER","Southeast Region","4","4","0","688","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","1","0","162","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","5","0","696","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","365","0.0%",""
