"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","5","1","642","0.2%","lower"
"X.ILI.ETR","East Tennessee Region","6","7","25","2296","1.1%",""
"X.ILI.JMR","Jackson-Madison County","1","1","14","1020","1.4%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","6","885","0.7%",""
"X.ILI.MCR","Mid-Cumberland Region","8","12","27","1181","2.3%","higher"
"X.ILI.MSR","Shelby County (Memphis)","3","9","2","268","0.7%",""
"X.ILI.NDR","Nashville-Davidson County","5","6","49","1831","2.7%","higher"
"X.ILI.NER","Northeast Region","1","3","1","267","0.4%",""
"X.ILI.SCR","South Central Region","3","3","0","292","0.0%",""
"X.ILI.SER","Southeast Region","2","5","6","706","0.8%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","300","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","5","5","6","1134","0.5%","lower"
"X.ILI.WTR","West Tennessee Region","6","6","0","523","0.0%","lower"
