"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","630","0.0%",""
"X.ILI.ETR","East Tennessee Region","7","7","5","2573","0.2%",""
"X.ILI.JMR","Jackson-Madison County","1","2","2","569","0.4%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","0","2213","0.0%","lower"
"X.ILI.MCR","Mid-Cumberland Region","7","10","2","893","0.2%",""
"X.ILI.MSR","Shelby County (Memphis)","1","5","2","88","2.3%","higher"
"X.ILI.NDR","Nashville-Davidson County","4","5","5","1444","0.4%",""
"X.ILI.NER","Northeast Region","3","3","1","279","0.4%",""
"X.ILI.SCR","South Central Region","3","3","0","177","0.0%",""
"X.ILI.SER","Southeast Region","4","5","2","499","0.4%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","0","355","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","561","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","1","317","0.3%",""
