"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","5","5","1","690","0.1%","lower"
"X.ILI.ETR","East Tennessee Region","6","7","13","3537","0.4%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","34","1060","3.2%","higher"
"X.ILI.KKR","Knoxville-Knox County","3","4","4","1177","0.3%","lower"
"X.ILI.MCR","Mid-Cumberland Region","9","12","14","1031","1.4%",""
"X.ILI.MSR","Shelby County (Memphis)","4","9","6","630","1.0%",""
"X.ILI.NDR","Nashville-Davidson County","5","6","51","1673","3.0%","higher"
"X.ILI.NER","Northeast Region","2","3","2","274","0.7%",""
"X.ILI.SCR","South Central Region","2","3","0","228","0.0%",""
"X.ILI.SER","Southeast Region","5","5","2","855","0.2%","lower"
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","252","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","3","5","1","332","0.3%",""
"X.ILI.WTR","West Tennessee Region","4","6","0","252","0.0%",""
