"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","4","0","423","0.0%",""
"X.ILI.ETR","East Tennessee Region","8","8","7","2501","0.3%","higher"
"X.ILI.JMR","Jackson-Madison County","1","2","0","545","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","1","4","0","405","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","8","10","0","624","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","0","5","0","0","0.0%","n/a"
"X.ILI.NDR","Nashville-Davidson County","1","5","0","80","0.0%",""
"X.ILI.NER","Northeast Region","2","3","0","171","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","214","0.0%",""
"X.ILI.SER","Southeast Region","5","5","0","554","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","2","458","0.4%",""
"X.ILI.UCR","Upper Cumberland Region","3","4","0","359","0.0%",""
"X.ILI.WTR","West Tennessee Region","6","6","0","330","0.0%",""
