"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","5","0","292","0.0%","lower"
"X.ILI.ETR","East Tennessee Region","6","7","8","1056","0.8%","lower"
"X.ILI.JMR","Jackson-Madison County","1","1","63","917","6.9%","higher"
"X.ILI.KKR","Knoxville-Knox County","2","4","1","406","0.2%","lower"
"X.ILI.MCR","Mid-Cumberland Region","4","10","0","275","0.0%","lower"
"X.ILI.MSR","Shelby County (Memphis)","2","5","3","164","1.8%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","55","553","9.9%","higher"
"X.ILI.NER","Northeast Region","1","3","0","64","0.0%",""
"X.ILI.SCR","South Central Region","2","3","0","135","0.0%",""
"X.ILI.SER","Southeast Region","4","4","6","400","1.5%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","0","130","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","2","5","2","350","0.6%","lower"
"X.ILI.WTR","West Tennessee Region","5","6","0","251","0.0%","lower"
