"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","828","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","8","14","2092","0.7%","higher"
"X.ILI.JMR","Jackson-Madison County","1","2","1","547","0.2%",""
"X.ILI.KKR","Knoxville-Knox County","3","4","1","1857","0.1%",""
"X.ILI.MCR","Mid-Cumberland Region","7","10","2","825","0.2%",""
"X.ILI.MSR","Shelby County (Memphis)","1","5","0","72","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","5","1","344","0.3%",""
"X.ILI.NER","Northeast Region","3","3","0","223","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","166","0.0%",""
"X.ILI.SER","Southeast Region","5","5","0","870","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","1","2","0","425","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","4","4","0","497","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","198","0.0%",""
