"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","3","5","0","389","0.0%",""
"X.ILI.ETR","East Tennessee Region","6","7","0","2328","0.0%",""
"X.ILI.JMR","Jackson-Madison County","0","0","0","0","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","2","4","0","523","0.0%",""
"X.ILI.MCR","Mid-Cumberland Region","9","10","0","720","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","0","5","0","0","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","3","6","1","697","0.1%","higher"
"X.ILI.NER","Northeast Region","1","3","0","258","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","248","0.0%",""
"X.ILI.SER","Southeast Region","3","4","0","364","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","0","2","0","0","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","3","5","0","472","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","254","0.0%",""
