"abbr.name","region.name","num.sites.reporting","total.sites","total.regional.ILI","total.regional.patients","percent.ILI","compared.to.state"
"X.ILI.CHR","Hamilton County (Chattanooga)","4","4","0","747","0.0%",""
"X.ILI.ETR","East Tennessee Region","7","7","0","2810","0.0%",""
"X.ILI.JMR","Jackson-Madison County","1","1","0","580","0.0%",""
"X.ILI.KKR","Knoxville-Knox County","4","4","1","1194","0.1%",""
"X.ILI.MCR","Mid-Cumberland Region","7","10","0","384","0.0%",""
"X.ILI.MSR","Shelby County (Memphis)","1","10","0","595","0.0%",""
"X.ILI.NDR","Nashville-Davidson County","4","6","1","449","0.2%","higher"
"X.ILI.NER","Northeast Region","2","3","0","106","0.0%",""
"X.ILI.SCR","South Central Region","3","3","0","190","0.0%",""
"X.ILI.SER","Southeast Region","4","5","0","149","0.0%",""
"X.ILI.SUL","Sullivan County (Tri-Cities)","2","2","0","468","0.0%",""
"X.ILI.UCR","Upper Cumberland Region","3","4","0","496","0.0%",""
"X.ILI.WTR","West Tennessee Region","5","6","0","290","0.0%",""
